permno,comnam
90461.0,SUPERIOR ESSEX INC
90462.0,SPECIALTY UNDERWRITERS ALL INC
90463.0,U A P HOLDING CORP
90464.0,U S A MOBILITY INC
90464.0,SPOK HOLDINGS INC
90465.0,NATIONAL INDUSTRIAL SEC CORP
90466.0,ZIPREALTY INC
90467.0,ABINGTON CMNTY BANCORP INC
90467.0,ABINGTON BANCORP INC PA
90468.0,ADEZA BIOMEDICAL CORP
90469.0,ARBINET THEXCHANGE INC
90469.0,ARBINET CORP
90470.0,AMES NATL CORP
90471.0,BANK OF THE CAROLINAS NC
90471.0,BANK OF THE CAROLINAS CORP
90472.0,CABG MEDICAL INC
90473.0,NATIONAL SAVINGS BK ALBANY NY
90474.0,CAROLINA TRUST BANK
90474.0,CAROLINA TRUST BANCSHARES INC
90475.0,COMMUNITY BANCORP
90476.0,COMSTOCK HOMEBUILDING COS INC
90476.0,COMSTOCK HOLDING COMPANIES INC
90477.0,CONOR MEDSYSTEMS INC
90478.0,CASCADE MICROTECH INC
90479.0,ELECTRO ENERGY INC
90480.0,FIRST STATE FINANCIAL CORP
90481.0,NATIONWIDE LEGAL SVCS INC
90482.0,HOME FED BANCORP INC
90482.0,HOME FED BANCORP INC MD
90482.0,HOME FEDERAL BANCORP INC MD
90483.0,THE9 LTD
90484.0,NINETOWNS DIG WORLD TRADE HLDGS
90484.0,NINETOWNS INTERNET TECH GRP CO
90485.0,CAMBRIDGE DISPLAY TECHNOLOGY IN
90486.0,ORANGE 21 INC
90487.0,OCEAN SHORE HOLDING CO
90487.0,OCEAN SHORE HOLDING CO NEW
90488.0,OCCULOGIX INC
90488.0,TEARLAB CORP
90489.0,HOUSEVALUES INC
90489.0,MARKET LEADER INC
90490.0,BANCORP INC
90491.0,GREAT WOLF RESORTS INC
90492.0,WARREN RESOURCES INC
90493.0,ADVANCE AMERICA CASH ADV CTRS I
90494.0,BILL BARRETT CORP
90494.0,HIGHPOINT RESOURCES CORP
90495.0,BLACKROCK GLOBAL ENERGY & RES T
90495.0,BLACKROCK ENERGY & RESOURCES TR
90496.0,BLUELINX HOLDINGS INC
90497.0,DEFINED STRATEGY FUND INC
90498.0,FELDMAN MALL PROPERTIES INC
90498.0,TRADE STREET RESIDENTIAL INC
90499.0,FIDUCIARY CLAYMORE M L P OPP FD
90499.0,FIDUCIARY CLAYMORE ENERGY INF F
90500.0,NETAIR INTERNATIONAL CORP
90501.0,FOUNDATION COAL HOLDINGS INC
90502.0,GASCO ENERGY INC
90503.0,INTERLINE BRANDS INC
90504.0,K M G AMERICA CORP
90505.0,LAS VEGAS SANDS CORP
90506.0,M H I HOSPITALITY CORP
90506.0,SOTHERLY HOTELS INC
90507.0,MACQUARIE INFRASTRUCTURE CO TR
90507.0,MACQUARIE INFRASTRUCTURE CO LLC
90507.0,MACQUARIE INFRASTRUCTURE CORP
90508.0,N T S REALTY HOLDINGS LTD
90509.0,PETROLEUM GEO SERVICES A S A NE
90510.0,PIONEER FLOATING RATE TRUST
90511.0,POWERSHARES E T F TRUST
90511.0,INVESCO E T F TRUST
90512.0,POWERSHARES E T F TRUST
90512.0,INVESCO E T F TRUST
90513.0,QUEENSTAKE RESOURCES LTD
90514.0,SPIRIT FINANCE CORP
90515.0,SYMMETRY MEDICAL INC
90516.0,HERBALIFE LTD
90516.0,HERBALIFE NUTRITION LTD
90517.0,SINOVAC BIOTECH LTD
90518.0,ADVENT CLAYMORE ENH GR & INC FD
90519.0,CARDERO RESOURCE CORP
90520.0,CELANESE CORP DEL
90521.0,COHEN & STEERS DIVID MAJ FD INC
90522.0,DIVERSIFIED INC STRATS PORT INC
90522.0,BLACKROCK DIVERSIFIED INC STRAT
90523.0,EATON VANCE ENHANC EQU INC FD I
90524.0,EDUCATION REALTY TRUST INC
90525.0,ISHARES TRUST
90526.0,ISHARES TRUST
90527.0,NEVSUN RESOURCES LTD
90528.0,NOVELIS INC
90529.0,NEWMAN COMMUNICATIONS CORP
90530.0,NUVEEN EQUITY PREMIUM OPPORT FD
90531.0,P H H CORP
90532.0,SYS TECHNOLOGIES INC
90533.0,W & T OFFSHORE INC
90534.0,CITIZENS & NORTHERN CORP
90535.0,DOLLAR FINANCIAL CORP
90535.0,D F C GLOBAL CORP
90536.0,G F I GROUP INC
90537.0,NOBLE DRILLING CORP
90537.0,NOBLE CORP
90537.0,NOBLE CORP BAAR
90537.0,NOBLE CORP PLC
90538.0,JAMES RIVER COAL CO
90539.0,MAJESCO HOLDINGS INC
90539.0,MAJESCO ENTERTAINMENT CO
90539.0,POLARITYTE INC
90540.0,NATIONAL INTERSTATE CORP
90541.0,OPTIONSXPRESS HOLDINGS INC
90542.0,PSIVIDA LTD
90542.0,PSIVIDA CORP
90542.0,EYEPOINT PHARMACEUTICALS INC
90543.0,SEABRIGHT INSURANCE HOLDINGS IN
90543.0,SEABRIGHT HOLDINGS INC
90544.0,SUMMIT FINANCIAL GROUP INC
90545.0,NOONEY REALTY TRUST INC
90545.0,MAXUS REALTY TRUST INC
90546.0,VIACELL INC
90547.0,ALPHA NATURAL RESOURCES INC
90548.0,AMERICAN REPROGRAPHICS CO
90548.0,A R C DOCUMENTS SOLUTIONS INC
90549.0,DIVIDEND CAPITAL RLTY INC ALL F
90549.0,D C A TOTAL RETURN FUND
90549.0,VIRTUS TOTAL RETURN FUND
90550.0,DOLBY LABORATORIES INC
90551.0,E C C CAPITAL CORP
90552.0,EATON VANCE SHORT DUR DIV INC F
90553.0,NORMANDY OIL & GAS CO
90554.0,F T D GROUP INC
90555.0,FAIRPOINT COMMUNICATIONS INC
90556.0,FUSION TELECOMMS INTL INC
90556.0,FUSION TELECOMMUNICATIONS INTL
90556.0,FUSION CONNECT INC
90557.0,GLENCAIRN GOLD CORP
90557.0,CENTRAL SUN MINING INC
90558.0,HUNTSMAN CORP
90559.0,L M S MEDICAL SYSTEMS INC
90560.0,MERCANTILE BANCORP INC
90561.0,NORTH AMERICAN SAVINGS ASSN MD
90561.0,NORTH AMERICAN SAVINGS BANK
90561.0,NORTH AMERICAN SAVINGS BANK FSB
90561.0,N A S B FINANCIAL INC
90562.0,MOLSON COORS BREWING CO
90563.0,N F J DIVIDEND INT & PREM STR F
90563.0,ALLIANZGI N F J DIV INT & PR ST
90564.0,PRESTIGE BRANDS HOLDINGS INC
90564.0,PRESTIGE CONSUMER HEALTHCARE IN
90565.0,SYNIVERSE HOLDINGS INC
90566.0,TARPON INDUSTRIES INC
90567.0,VALOR COMMUNICATIONS GROUP INC
90568.0,VERI TEK INTERNATIONAL CORP
90568.0,MANITEX INTERNATIONAL INC
90569.0,WRIGHT EXPRESS CORP
90569.0,W E X INC
90580.0,NORTH ATLANTIC FISHERIES INC
90588.0,COMMUNITY SHORES BANK CORP
90589.0,DRYSHIPS INC
90590.0,ENTERPRISE BANCORP INC
90591.0,ENTERPRISE FINANCIAL SVCS CORP
90592.0,EMAGEON INC
90593.0,FIELDSTONE INVESTMENT CORP
90594.0,FAVRILLE INC
90595.0,GRAVITY CO LTD
90596.0,NORTH LILY MNG CO
90596.0,NORTH LILY MINING CO
90597.0,HILAND PARTNERS LP
90598.0,HURRAY HOLDING CO LTD
90598.0,KU6 MEDIA CO LTD
90599.0,ICAGEN INC
90600.0,KEARNY FINANCIAL CORP
90600.0,KEARNY FINANCIAL CORP NEW
90601.0,NASDAQ STOCK MARKET INC
90601.0,NASDAQ O M X GROUP INC
90601.0,NASDAQ INC
90602.0,ODIMO INC
90603.0,PREFERRED BANK LOS ANGELES
90604.0,THRESHOLD PHARMACEUTICALS INC
90604.0,MOLECULAR TEMPLATES INC
90605.0,UNIVERSAL TRUCKLOAD SERVICES IN
90605.0,UNIVERSAL LOGISTICS HOLDINGS IN
90606.0,BANRO CORP
90607.0,BLACKROCK HEALTH SCIENCES TRUST
90608.0,C G I HOLDING CORP
90608.0,THINK PARTNERSHIP INC
90608.0,KOWABUNGA INC
90608.0,INUVO INC
90609.0,NOVELL INC
90610.0,COHEN & STEERS WW RLTY INC FD I
90611.0,GABELLI GLBL GLD NAT RES & INC
90611.0,GAMCO GLBL GOLD NAT RES & INC T
90612.0,I N G GLOBAL EQU DIV & PREM OPP
90612.0,VOYA GLOBAL EQT DIV & PRE OPP F
90613.0,INTERNATIONAL SECURITIES EXCH I
90613.0,INTERNATIONAL SECS EXCH HLDGS I
90614.0,METALICO INC
90615.0,NUVEEN TAX ADVANTAGED FLTG RT F
90616.0,PANAMSAT HOLDING CORP
90617.0,NUTRIFOOD INTERNATIONAL INC
90618.0,POWERSHARES E T F TRUST
90618.0,INVESCO E T F TRUST
90619.0,POWERSHARES E T F TRUST
90619.0,INVESCO E T F TRUST
90620.0,POWERSHARES E T F TRUST
90620.0,INVESCO E T F TRUST
90621.0,POWERSHARES E T F TRUST
90621.0,INVESCO E T F TRUST
90622.0,POWERSHARES E T F TRUST
90622.0,INVESCO E T F TRUST
90623.0,POWERSHARES E T F TRUST
90623.0,INVESCO E T F TRUST
90624.0,POWERSHARES E T F TRUST
90624.0,INVESCO E T F TRUST
90625.0,NUVISION INC
90626.0,REGENERX BIOPHARMACEUTICALS INC
90627.0,S & P 500 COVERED CALL FUND INC
90628.0,T D BANKNORTH INC
90629.0,TRANSMERIDIAN EXPLORATION INC
90630.0,DIANA SHIPPING INC
90631.0,AIXTRON AKTIENGESELLSCHAFT
90631.0,AIXTRON S E
90632.0,ASPREVA PHARMACEUTICALS CORP
90633.0,OCCIDENTAL NEBRASKA FED SVGS BK
90634.0,B OF I HOLDING INC
90634.0,AXOS FINANCIAL INC
90635.0,COMMERCEFIRST BANCORP INC
90636.0,KENTUCKY FIRST FEDERAL BANCORP
90637.0,PRUDENTIAL BANCORP INC PA
90637.0,PRUDENTIAL BANCORP INC NEW
90638.0,R C N CORP
90639.0,SHAMIR OPTICAL INDUSTRY LTD
90640.0,W P C S INTERNATIONAL INC
90640.0,DROPCAR INC
90641.0,OCCUPATIONAL MEDICAL CORP AM IN
90642.0,XENOGEN CORP
90643.0,ACCURIDE CORP
90643.0,ACCURIDE CORP NEW
90644.0,AUSTRAL PACIFIC ENERGY LTD
90645.0,BIRCH MOUNTAIN RESOURCES LTD
90646.0,CLOUGH GLOBAL EQUITY FUND
90647.0,DOW 30 PREMIUM & DIV INC FD INC
90648.0,EATON VANCE TAX MNGD BUY WR INC
90649.0,FIDUCIARY CLAYMORE DYNAM EQU FD
90650.0,JORGENSEN EARLE M CO DE NEW
90651.0,MADISON STRATEGIC SECTOR PREM F
90652.0,NICHOLAS APPLEGATE INT & PREM S
90652.0,A G I C INTL & PREM STRATEGY FD
90652.0,ALLIANZGI INTL & PREM STRTGY FD
90653.0,P R B GAS TRANSPORTATION INC
90653.0,P R B ENERGY INC
90654.0,PERU COPPER INC
90655.0,TELEPHONE & DATA SYSTEMS INC
90656.0,TIENS BIOTECH GROUP USA INC
90657.0,VERIFONE HOLDINGS INC
90657.0,VERIFONE SYSTEMS INC
90658.0,VITACUBE SYSTEMS HOLDINGS INC
90658.0,XELR8 HOLDINGS INC
90659.0,XENONICS HOLDINGS INC
90660.0,OCE VAN DER GRINTEN NV
90660.0,OCE N V
90661.0,BENJAMIN FRANKLIN BANCORP INC
90662.0,BROOKLYN FEDERAL BANCORP INC
90663.0,CHINA ENERGY SAVINGS TECH INC
90664.0,DEXCOM INC
90665.0,FEDFIRST FINANCIAL CORP
90665.0,FEDFIRST FINANCIAL CORP NEW
90666.0,FIRST FED NORTHN MI BANCORP INC
90667.0,FASTCLICK INC
90668.0,LIBERTY BELL BK CHERRY HILL NJ
90669.0,NATIONAL ATLANTIC HOLDINGS CORP
90670.0,NATIONAL COAL CORP
90671.0,PIONEER COMPANIES INC
90672.0,FREIGHTCAR AMERICA INC
90673.0,TRI S SECURITY CORP
90674.0,AMERICAN OIL & GAS INC
90675.0,BLACKROCK GLOBAL OPP EQUITY TR
90675.0,BLACKROCK ENHANCED GLOBAL DIV T
90676.0,OLD SPAGHETTI WAREHOUSE INC
90676.0,SPAGHETTI WAREHOUSE INC
90677.0,BOIS D ARC ENERGY INC
90678.0,CANO PETROLEUM INC
90679.0,COFFEE HOLDING CO INC
90680.0,DIAMONDROCK HOSPITALITY CO
90681.0,DUNE ENERGY INC
90682.0,DYADIC INTERNATIONAL INC
90683.0,ENHANCED EQUITY YIELD FUND INC
90683.0,BLACKROCK ENHANCED EQTY YLD FUN
90684.0,OLIVIER MANAGEMENT CORP
90685.0,FIRST TRUST FIDAC MTG INCOME FD
90685.0,FIRST TRUST MORTGAGE INCOME FUN
90686.0,GLOBETEL COMMUNICATIONS CORP
90687.0,HYPERDYNAMICS CORP
90688.0,NUVEEN EQUITY PREMIUM ADVANT FD
90689.0,PIMCO GLOBAL STOCKSPLUS & INC F
90690.0,PROSPECT MEDICAL HOLDINGS INC
90691.0,R M R PREFERRED DIVIDEND FUND
90692.0,OPEN AIR MKTS INC
90693.0,REGALITO COPPER CORP
90694.0,RYDEX E T F TRUST
90695.0,TAN RANGE EXPLORATION CORP
90695.0,TANZANIAN ROYALTY EXPL CORP
90696.0,TELESTONE TECHNOLOGIES CORP
90697.0,TORTOISE ENERGY CAPITAL CORP
90698.0,TRANSMONTAIGNE PARTNERS L P
90699.0,WARNER MUSIC GROUP CORP
90700.0,XERIUM TECHNOLOGIES INC
90701.0,LAZARD LTD
90702.0,NEW SKIES SATELLITES HLDGS LTD
90703.0,TEEKAY L N G PARTNERS L P
90704.0,CHINA TECHFAITH WIRLSS COMM TEC
90705.0,OPTELECOM INC
90705.0,OPTELECOM N K F INC
90706.0,CITI TRENDS INC
90708.0,MORNINGSTAR INC
90709.0,NORTHERN EMPIRE BANCSHARES
90710.0,PLUMAS BANCORP
90711.0,ROCKVILLE FINANCIAL INC
90711.0,ROCKVILLE FINANCIAL INC NEW
90711.0,UNITED FINANCIAL BANCORP INC NE
90712.0,REMEC INC
90713.0,OPTICAL SPECIALTIES INC
90714.0,S S A GLOBAL TECHNOLOGIES INC
90715.0,ZUMIEZ INC
90716.0,A B X AIR INC
90716.0,A B X HOLDINGS INC
90716.0,AIR TRANSPORT SERVICES GROUP IN
90717.0,ALLION HEALTHCARE INC
90718.0,BANKFINACIAL CORP
90719.0,BEACH FIRST NATL BANCSHARES INC
90720.0,BUILDERS FIRSTSOURCE INC
90721.0,OSHKOSH B GOSH INC
90722.0,COLONIAL BANKSHARES INC
90722.0,COLONIAL FINANCIAL SERVICES INC
90723.0,CHEMGENEX PHARMACEUTICALS LTD
90724.0,EAGLE BULK SHIPPING INC
90725.0,EV3 INC
90726.0,FIRST FEDERAL BANC OF THE SW IN
90727.0,FIRST AVENUE NETWORKS INC
90727.0,FIBERTOWER CORP
90729.0,GLADSTONE INVESTMENT CORP
90730.0,HERITAGE FINANCIAL GROUP
90730.0,HERITAGE FINANCIAL GROUP INC
90731.0,HERCULES TECHNOLOGY GRTH CAP IN
90731.0,HERCULES CAPITAL INC
90732.0,KENEXA CORP
90733.0,LEAP WIRELESS INTL INC
90734.0,L H C GROUP
90735.0,LINCOLN EDUCATIONAL SVCS CORP
90736.0,MICRUS ENDOVASCULAR CORP
90737.0,INERGY HOLDINGS L P
90738.0,PARTICLE DRILLING TECHNLGS INC
90739.0,PEOPLES EDUCATIONAL HOLDINGS IN
90740.0,OSHKOSH B GOSH INC
90741.0,PREMIUM STANDARD FARMS INC
90742.0,RACKABLE SYSTEMS INC
90742.0,SILICON GRAPHICS INTL CORP
90743.0,ARIES MARITIME TRANSPORT LTD
90743.0,NEWLEAD HOLDINGS LTD
90744.0,SILICON MOTION TECHNOLOGY CORP
90745.0,SOUTHWEST COMMUNITY BANCORP
90746.0,T B S INTL LTD
90746.0,T B S INTL LTD NEW
90747.0,VOLCOM INC
90748.0,XENOPORT INC
90749.0,COLUMBIA EQUITY TRUST INC
90750.0,CYTOMEDIX INC
90751.0,D S W INC
90752.0,DEERFIELD TRIARC CAPITAL CORP
90752.0,DEERFIELD CAPITAL CORP
90752.0,C I F C DEERFIELD CORP
90752.0,C I F C CORP
90752.0,C I F C LLC
90753.0,EATON VANCE TAX MAN BUY WR OPP
90754.0,ENHANCED EQUITY YIELD & PREM FD
90754.0,BLACKROCK ENH EQ YIELD & PREM F
90755.0,FRANKLIN STREET PROPERTIES CORP
90756.0,OSHKOSH TRUCK CORP
90756.0,OSHKOSH CORP
90757.0,FRONTEER DEVELOPMENT GROUP INC
90757.0,FRONTEER GOLD INC
90758.0,GENTIUM S P A
90759.0,HEMOSENSE INC
90760.0,K K R FINANCIAL CORP
90760.0,K K R FINANCIAL HOLDINGS LLC
90761.0,KAYNE ANDERSON ENERGY TOT RET F
90762.0,LAZARD WORLD DIVID & INC FD INC
90763.0,NEUSTAR INC
90764.0,OVEX FERTILITY CORP
90764.0,AMERICAN VACCINE CORP
90765.0,POWERSHARES E T F TRUST
90765.0,INVESCO E T F TRUST
90766.0,POWERSHARES E T F TRUST
90766.0,INVESCO E T F TRUST
90767.0,POWERSHARES E T F TRUST
90767.0,INVESCO E T F TRUST
90768.0,POWERSHARES E T F TRUST
90768.0,INVESCO E T F TRUST
90769.0,POWERSHARES E T F TRUST
90769.0,INVESCO E T F TRUST
90770.0,POWERSHARES E T F TRUST
90770.0,INVESCO E T F TRUST
90771.0,POWERSHARES E T F TRUST
90771.0,INVESCO E T F TRUST
90772.0,OXFORD CONSOLIDATED INC
90773.0,POWERSHARES E T F TRUST
90773.0,INVESCO E T F TRUST
90774.0,RECOM MANAGED SYSTEMS INC
90774.0,SIGNALIFE INC
90775.0,TREEHOUSE FOODS INC
90776.0,WESTERN ALLIANCE BANCORPORATION
90777.0,WESTSIDE ENERGY CORP
90777.0,CRUSADER ENERGY GROUP INC
90778.0,XFONE INC
90778.0,N T S INC
90779.0,ALON U S A ENERGY INC
90780.0,AMERICAN ORIENTAL BIOENGINRG IN
90781.0,ENTREE GOLD INC
90781.0,ENTREE RESOURCES LTD
90782.0,FIRST TR STRATEGIC HIGH INC FD
90783.0,FLOTEK INDUSTRIES INC
90784.0,HARVEST ENERGY TRUST
90785.0,I M A EXPLORATION INC
90785.0,KOBEX MINERALS INC
90786.0,I T C HOLDINGS CORP
90787.0,J E R INVESTORS TRUST INC
90788.0,LAW ENFORCEMENT ASSOCIATES CORP
90789.0,MAIDENFORM BRANDS INC
90790.0,MEDICAL PROPERTIES TRUST INC
90791.0,ORCHIDS PAPER PRODUCTS CO
90792.0,PIKE ELECTRIC CORP
90792.0,PIKE CORP
90793.0,ROYAL DUTCH SHELL PLC
90794.0,ROYAL DUTCH SHELL PLC
90795.0,SERVICES ACQUISITION CORP INTL
90795.0,JAMBA INC
90796.0,SILVER WHEATON CORP
90796.0,WHEATON PRECIOUS METALS CORP
90797.0,SMALL CAP PREM & DIV INC FD INC
90798.0,SUNAMERICA FOCUSED ALPHA GRTH F
90799.0,P D A ENGINEERING
90800.0,ADAMS RESPIRATORY THRPTCS INC
90801.0,P T COMPONENTS INC
90802.0,CHAPARRAL STEEL CO DE
90803.0,CONSOLIDATED COMMS HLDGS INC
90804.0,CRYOCOR INC
90805.0,DISCOVERY HOLDING CO
90805.0,DISCOVERY COMMUNICATIONS INC
90805.0,DISCOVERY INC
90806.0,DISCOVERY HOLDING CO
90806.0,DISCOVERY COMMUNICATIONS INC
90806.0,DISCOVERY INC
90807.0,DIAMOND FOODS INC
90808.0,EXPEDIA INC DE
90808.0,EXPEDIA GROUP INC
90809.0,FRANKLIN CREDIT MGMT CORP
90810.0,FOCUS MEDIA HOLDING LTD
90811.0,F P B BANCORP INC
90812.0,GOLF GALAXY INC
90813.0,GENCO SHIPPING & TRADING LTD
90814.0,HITTITE MICROWAVE CORP
90816.0,ICOP DIGITAL INC
90817.0,PATRIOT CAPITAL FUNDING INC
90818.0,PACIFIC STATE BANCORP
90819.0,QUINTANA MARITIME LTD
90820.0,P V C CONTAINER CORP
90821.0,RIVER CITY BANK
90822.0,SUPERIOR WELL SERVICES INC
90823.0,TEMECULA VALLEY BANCORP INC
90824.0,UNITED FINANCIAL BANCORP INC NE
90824.0,UNITED FINANCIAL BANCORP INC MD
90825.0,A C C O BRANDS CORP
90826.0,BABYUNIVERSE INC
90826.0,PARENT COMPANY
90827.0,BLACKROCK ENHANCED DIV ACHVRS T
90827.0,BLACKROCK ENHANCED EQUITY DIV T
90828.0,BODISEN BIOTECH INC
90829.0,C F INDUSTRIES HOLDINGS INC
90830.0,COURTSIDE ACQUISITION CORP
90830.0,AMERICAN COMMUNITY NEWSPAPERS I
90831.0,DRESSER RAND GROUP INC
90832.0,ENTERPRISE G P HOLDINGS L P
90833.0,HEARTLAND PAYMENT SYSTEMS INC
90834.0,ISHARES TRUST
90835.0,ISHARES TRUST
90836.0,PACETRONICS INC
90837.0,ISHARES TRUST
90838.0,K & F INDUSTRIES HOLDINGS INC
90839.0,MACQUARIE GLOBAL INFR TOT RET F
90840.0,MAN SANG HOLDINGS INC
90840.0,MAN SANG INTERNATIONAL BVI LTD
90840.0,CHINA METRO RURAL HLDGS LTD
90841.0,MASISA S A NEW
90842.0,NATURAL RESOURCE PARTNERS L P
90843.0,OLD MUTUAL CLAYMORE LONG SH FD
90843.0,GUGGENHEIM ENHANCED EQTY INC FD
90844.0,PACE MEMBERSHIP WAREHOUSE INC
90845.0,POWERSHARES E T F TRUST
90845.0,INVESCO E T F TRUST
90846.0,READY MIX INC
90847.0,REDDY ICE HOLDINGS INC
90848.0,REFCO INC
90849.0,ROCKWOOD HOLDINGS INC
90850.0,STANTEC INC
90851.0,WILLIAMS PARTNERS L P
90852.0,PACIFIC NUCLEAR SYS INC
90852.0,VECTRA TECHNOLOGIES INC
90853.0,SEASPAN CORP
90854.0,ADVANCED ANALOGIC TCHNLGS INC
90855.0,ADVANCED LIFE SCIENCES HLDGS IN
90856.0,ATRICURE INC
90857.0,BAIDU COM INC
90857.0,BAIDU INC
90858.0,BRONCO DRILLING CO INC
90859.0,CHINA MEDICAL TECHNOLOGIES INC
90860.0,COLEY PHARMACEUTICAL GROUP INC
90861.0,ESCHELON TELECOM INC
90862.0,FIRST SECURITY GROUP INC
90863.0,HOKU SCIENTIFIC INC
90863.0,HOKU CORP
90864.0,JAMES RIVER GROUP INC
90865.0,KONA GRILL INC
90866.0,LIBERTY GLOBAL INC
90866.0,LIBERTY GLOBAL PLC
90867.0,M W I VETERINARY SUPPLY INC
90868.0,OMEGA FLEX INC
90869.0,PHARMAXIS LTD
90870.0,R B C BEARINGS INC
90871.0,RUTHS CHRIS STEAK HOUSE INC
90871.0,RUTHS HOSPITALITY GROUP INC
90872.0,REPUBLIC COMPANIES GROUP INC
90873.0,A4S SECURITY INC
90873.0,SECURITY WITH ADVANCED TECH INC
90873.0,PEPPERBALL TECHNOLOGIES INC
90874.0,TRUE RELIGION APPAREL INC
90875.0,NET 1 UEPS TECHNOLOGIES INC
90876.0,UNICA CORP
90877.0,WORLDSPACE INC
90878.0,VANGUARD INDEX FUNDS
90879.0,PACIFICARE HEALTH SYSTEMS INC
90879.0,PACIFICARE HEALTH SYS INC DEL
90880.0,AMERIPRISE FINANCIAL INC
90881.0,CONVERSION SERVICES INTL INC
90882.0,EATON VANCE TAX MAN GLBL BUY WR
90883.0,ENHANCED S & P 500 COVRD CALL F
90884.0,FIRST TRUST EXCHANGE TRADED FUN
90885.0,GLOBAL CASH ACCESS HOLDINGS INC
90885.0,EVERI HOLDINGS INC
90886.0,GLOBAL PARTNERS LP
90887.0,PALMETTO FED SVGS BK S C
90887.0,PALFED INC
90888.0,HANA BIOSCIENCES INC
90889.0,HORIZON LINES INC
90890.0,POWERSHARES E T F TRUST
90890.0,INVESCO E T F TRUST
90891.0,POWERSHARES E T F TRUST
90892.0,POWERSHARES E T F TRUST
90892.0,INVESCO E T F TRUST
90893.0,U S AIRWAYS GROUP INC NEW
90894.0,AVALON PHARMACEUTICALS INC
90895.0,PAN AMERICAN MORTGAGE CORP
90896.0,CARIBOU COFFEE CO INC
90897.0,COMMUNITY BANCSHARES INC DE
90898.0,CARDIAC SCIENCE CORP
90899.0,GENETIC TECHNOLOGIES LTD
90900.0,GENOMIC HEALTH INC
90901.0,IKANOS COMMUNICATIONS INC
90902.0,ITURAN LOCATION & CONTROL LTD
90903.0,NORTH POINTE HOLDINGS CORP
90904.0,NEXITY FINANCIAL CORP
90905.0,PROTHERICS PLC
90906.0,STATE NATIONAL BANCSHARES INC
90907.0,SUNESIS PHARMACEUTICALS INC
90908.0,PASTA & CHEESE INC
90909.0,SPORT CHALET INC
90910.0,TALEO CORP
90911.0,TRUMP ENTERTAINMENT RESORTS INC
90912.0,T R X INC
90913.0,VISTAPRINT LTD
90913.0,VISTAPRINT N V
90913.0,CIMPRESS N V
90914.0,WEBMD HEALTH CORP
90915.0,WILLIAMS SCOTSMAN INTL INC
90916.0,PATTEN CORP
90916.0,BLUEGREEN CORP
90917.0,X T L BIOPHARMACEUTICALS LTD
90918.0,BLACKROCK WORLD INVESTMENT TRUS
90919.0,CALAMOS GLOBAL TOTAL RETURN FUN
90920.0,C B O T HOLDINGS INC
90921.0,COGDELL SPENCER INC
90922.0,ENHANCED GOVERNMENT FUND INC
90922.0,BLACKROCK ENHANCED GOVT FD INC
90923.0,EVERGREEN INTL BALANCED INCOME
90924.0,PATTERN PROCESSING TECHS INC
90924.0,P P T VISION INC
90925.0,FIDELITY NATIONAL TITLE GP INC
90925.0,FIDELITY NATIONAL FINL INC NEW
90926.0,HEALTHCARE ACQUISITION CORP
90926.0,PHARMATHENE INC
90926.0,ALTIMMUNE INC
90927.0,I N G GLOBAL ADV & PREM OPP FUN
90927.0,VOYA GLOBAL ADV & PREM OPP FUND
90928.0,POWERSHARES E T F TRUST
90928.0,INVESCO E T F TRUST
90929.0,POWERSHARES E T F TRUST
90929.0,INVESCO E T F TRUST
90930.0,POWERSHARES E T F TRUST
90930.0,INVESCO E T F TRUST
90931.0,POWERSHARES E T F TRUST
90932.0,PAWNEE INDUSTRIES INC
90933.0,POWERSHARES E T F TRUST
90934.0,POWERSHARES E T F TRUST
90934.0,INVESCO E T F TRUST
90935.0,POWERSHARES E T F TRUST
90935.0,INVESCO E T F TRUST
90936.0,POWERSHARES E T F TRUST
90936.0,INVESCO E T F TRUST
90937.0,S L S INTERNATIONAL INC
90938.0,STORM CAT ENERGY CORP
90939.0,SULPHCO INC
90940.0,TAL INTERNATIONAL GROUP INC
90941.0,TORTOISE NORTH AMER ENERGY CORP
90942.0,UROPLASTY INC
90943.0,DOUBLE HULL TANKERS INC
90943.0,D H T MARITIME INC
90943.0,D H T HOLDINGS INC
90944.0,AMERICAN BANCORP OF NJ INC
90945.0,ACCENTIA BIOPHARMACEUTICALS INC
90946.0,AMERICAN COMMERCIAL LINES INC
90947.0,APPALACHIAN BANCSHARES INC
90948.0,CENTENNIAL BANK HOLDINGS INC
90948.0,GUARANTY BANCORP
90949.0,FIRST BUSINESS FINL SVCS INC
90950.0,STEALTHGAS INC
90951.0,HERCULES OFFSHORE INC
90952.0,INVESTORS BANCORP INC
90952.0,INVESTORS BANCORP INC NEW
90953.0,LEGACY BANCORP INC
90954.0,MATHSTAR INC
90954.0,SAJAN INC
90955.0,ELECTRO OPTICAL SCIENCES INC
90955.0,M E L A SCIENCES INC
90955.0,MELA SCIENCES INC
90955.0,STRATA SKIN SCIENCES INC
90956.0,N C I INC
90957.0,NXSTAGE MEDICAL INC
90958.0,POKERTEK INC
90959.0,PENNSYLVANIA NATIONAL FINL CORP
90960.0,TRICO MARINE SERVICES INC
90961.0,WAUWATOSA HOLDINGS INC
90961.0,WATERSTONE FINANCIAL INC
90961.0,WATERSTONE FINANCIAL INC NEW
90962.0,ACTIONS SEMICONDUCTOR CO LTD
90963.0,AMERISAFE INC
90964.0,BANK OF VIRGINIA
