idx,name,permno,comnam
2938770,DMI FURNITURE INC,28215.0,D M I FURNITURE INC
2939014,TAPPAN CHARLES T,48987.0,TAPPAN COMPANY
2939157,NovaBay Pharmaceuticals,92345.0,NOVABAY PHARMACEUTICALS INC
2939719,IVY CORP,10405.0,IVY MEDICAL INC
2939719,IVY CORP,46106.0,IVY CORP
2940255,BIOGEN HEMOPHILA INC,11983.0,BIOGEN INC
2940255,BIOGEN HEMOPHILA INC,76841.0,BIOGEN INC
2940284,STRATTON JOHN G,39060.0,STRATTON GROUP LTD
2940304,Cordis Corporation; Wyeth LLC,27255.0,CORDIS CORP
2940400,KOHALA INC,79710.0,KOALA CORPORATION
2940548,RILEY MITCHELL A,48442.0,RILEY COMPANY
2940797,GLOBE UNION GROUP INC,32272.0,GLOBE UNION INC
2940912,Rohm and Haas Electronic Mateirals LLC,23990.0,ROHM & HAAS CO
2941068,BREEZE EASTERN CORP,61209.0,BREEZE EASTERN CORP
2941138,MASTERCARD INITERNATIONAL INCORPORATED,91233.0,MASTERCARD INC
2941173,JOHNSON CONTROLS TECH CORPORATION,42534.0,JOHNSON CONTROLS INC
2941183,AGCO Incorporated GmbH,77520.0,A G C O CORP
2941221,PILLSBURY JESSE,16360.0,PILLSBURY COMPANY
2941303,MARTEK LTD LLC,79847.0,MARTEK BIOSCIENCES CORP
2941347,LIBERATOR LLC,14289.0,LIBERATOR MEDICAL HOLDINGS INC
2941443,BUTTERICK PUBLISHING COMPANY LTD,10962.0,BUTTERICK CO
2941515,CHILDS ALLIE K,14461.0,CHILDS CO
2941739,COLWELL LOUIS N,50438.0,COLWELL CO
2942218,KELLOGG JOHN F,26825.0,KELLOGG CO
2942596,FAIRBANKS WORTH R,11869.0,FAIRBANKS CO
2943326,SCOVILL MANUFACGURING COMPANY,24336.0,SCOVILL MANUFACTURING CO
2943326,SCOVILL MANUFACGURING COMPANY,24336.0,SCOVILL MFG CO
2943564,NUNNALLY COMPANY,13602.0,NUNNALLY CO
2943767,CARLISLE MARTIN,27334.0,CARLISLE COMPANIES
2943903,BENDIX HOME APPLIANCE INC,10751.0,BENDIX CORP
2943903,BENDIX HOME APPLIANCE INC,23368.0,BENDIX HOME APPLIANCES INC
2944100,FLIGHT TRANSPORTATION INC,36813.0,FLIGHT TRANSPORTATION  CORP
2944141,SAFEWAY SPECIALTY CORP,76149.0,SAFEWAY INC
2944225,M C M INC,50412.0,M C M CORP
2944350,AMOSKEAG MACHINE CO,14091.0,AMOSKEAG COMPANY
2944421,CENTRAL TRUST CO,86482.0,CENTRAL HOLDING CO
2944448,CLARKE COMPANY INC,23983.0,CLARKE CORP
2944448,CLARKE COMPANY INC,52249.0,CLARKE GRAVELY CORP
2944448,CLARKE COMPANY INC,81692.0,CLARE INC
2944448,CLARKE COMPANY INC,86316.0,CLARK INC
2944448,CLARKE COMPANY INC,91199.0,CLARK HOLDINGS INC
2944726,ART METAL,10540.0,ART METAL CONSTR CO
2944797,HAMMOND GERALD T,40898.0,HAMMOND CO
2944800,MICRO PRODUCTS INC,70850.0,MICRON PRODUCTS INC
2944999,INGERSOLL RAND WORLD TRADE,12431.0,INGERSOLL RAND CO
2944999,INGERSOLL RAND WORLD TRADE,12431.0,INGERSOLL RAND CO LTD
2945012,ZAPATA OFF SHORE COMPANY,38295.0,ZAPATA OFF SHORE CO
2945061,HEXAGON LAB INC,41727.0,HEXAGON LABS INC
2945155,AMIS,89830.0,AMIS HOLDINGS INC
2945159,TEL STAR TOOL CORP,75337.0,TELSTAR CORP
2945169,C T S CORP,28564.0,C T S CORP
2945232,ALLEGHENY LUDLUME STEEL CORP,18817.0,ALLEGHENY LUDLUM STL CORP
2945238,OCEAN RESEARCH CORP,58967.0,OCEAN RESEARCH EQUIPTMENT INC
2945290,RILEY CO THE,48442.0,RILEY COMPANY
2945292,SORG PAPER CO THE,48928.0,SORG PAPER CO
2945400,BOEING P,19561.0,BOEING CO
2945427,CERTAINTEED PROD CORP,11105.0,CERTAIN TEED PRODS CORP
2945427,CERTAINTEED PROD CORP,11105.0,CERTAIN TEED PRODUCTS CORP
2945467,PRESLEY R,53153.0,PRESLEY COMPANIES
2945483,FIDELITY UNION TRUST CO,34682.0,FIDELITY UNION LIFE INSURANCE C
2945483,FIDELITY UNION TRUST CO,52433.0,FIDELITY UNION BANCORPORATION
2945557,WICKLUND ROY,82836.0,WICKLUND HOLDING CO
2945564,ADDRESSORGRAP MULTIGRAPH CORP,18980.0,ADDRESSOGRAPH MULTIGRAPH CORP
2945610,JOHNSON & PHILLIPS CAPACITORS,22111.0,JOHNSON & JOHNSON
2945638,DRAPER PRODUCTS INC,31368.0,DRAPER CORP
2945662,CRANE JACK W,20204.0,CRANE CO
2945709,NORFOLK & WESTERN RAILWAY COMP,13522.0,NORFOLK & WESTERN RAILWAY CO
2945726,WOODS ENTERPRISES INC,41400.0,WOODS CORP
2945787,BASTIAN BLESSING COMPANY INC,17153.0,BASTIAN BLESSING INC DE
2945930,BI METAL CORP,16193.0,B I INC
2945930,BI METAL CORP,90634.0,B OF I HOLDING INC
2946036,WORDTRONIX INC,66342.0,WORDTRONIX INC
2946130,CREATIVE MEDICAL SYSTEMS INC,12153.0,CREATIVE MEDICAL SYSTEMS INC
2946274,JOSLYN VALUE CORP,46819.0,JOSLYN CORP
2946278,MOBIL COIL CORP,15966.0,MOBIL CORP
2946278,MOBIL COIL CORP,15966.0,MOBIL OIL CORP
2946328,GASCARD INC,75541.0,GASCARD CLUB INC
2946351,ECHO CORP,31537.0,ECHO OIL CORP
2946351,ECHO CORP,85572.0,ECHO THERAPEUTICS INC
2946351,ECHO CORP,93079.0,ECHO GLOBAL LOGISTICS INC
2946387,RICOH COMPANY CO,66895.0,RICOH TIME CORP
2946510,WEST FAB INC,37997.0,WESTAB INC
2946520,CONTINENTAL HOLDINGS INC,11447.0,CONTINENTAL GROUP INC
2946520,CONTINENTAL HOLDINGS INC,46658.0,CONTINENTAL CORP
2946604,MASSEY FERGUSON SERVICES S A,34040.0,MASSEY FERGUSON LTD
2946664,FAIRBANKS MYRON J,11869.0,FAIRBANKS CO
2946674,AUTHENTIC GROUP INC,77705.0,AUTHENTIC FITNESS CORP
2946674,AUTHENTIC GROUP INC,85273.0,AUTHENTIC SPECIALTY FOODS INC
2946682,CHILDS ERIC G,14461.0,CHILDS CO
2946689,DEC KOR INC,29189.0,DECOR CORP
2946720,THURSTMASTER INC,81281.0,THRUSTMASTER INC
2946748,CONESTOGA WOOD INC,80701.0,CONESTOGA ENTERPRISES INC
2946756,AQUA CARE SYSTEMS INC,79677.0,AQUA CARE SYSTEMS INC
2946793,ELECTRONICS HAIR STYLING INC,83498.0,ELECTRONIC HAIR STYLING INC
2946801,APPLIED MATERISLS INC,14702.0,APPLIED MATERIALS INC
2946814,RMED INTERNATIONAL INC,11824.0,R M E D INTERNATIONAL INC
2946864,GRACO MECHANICAL INC,39571.0,GRACO INC
2946867,EX CELL O MACHINE TOOLS INC,20909.0,EX CELL O CORP
2946870,MARLEY AUTOMOTIVE COMPONENTS L,44169.0,MARLEY COMPANY
2946881,RAYTHEON ANSCHUTZ G M B H,85658.0,RAYTHEON CO
2946901,ASPECT COMMUNICATIONS,76165.0,ASPECT COMMUNICATIONS CORP
2946921,REMEDY CORP,81506.0,REMEDY CORP
2946934,FOSTER WHEELER ENVIRONMENTAL C,18112.0,FOSTER WHEELER LTD
2946938,AMERICAN METAL & PLASTICS INC,10161.0,AMERICAN METAL LTD
2946941,WAVO CORP,81018.0,W A V O CORP
2946995,X TRA LIGHT MFG INC,41072.0,XTRA CORP
2946995,X TRA LIGHT MFG INC,41072.0,XTRA INC
2947051,ILLINOIS SUPERCONDUCTOR CORP I,79704.0,ILLINOIS SUPERCONDUCTOR CORP
2947062,KADANT COMPOSITES INC,78077.0,KADANT INC
2947077,HUB TECHNOLOGIES INC,83272.0,HUB GROUP INC
2947100,RUCKER MIEKO ARASHIRO,47132.0,RUCKER COMPANY
2947170,NEWS INC,13963.0,NEWS CORP NEW
2947170,NEWS INC,90441.0,NEWS CORP
2947184,SAIC INC,91547.0,S A I C INC
2947216,GRANITE CITY FOOD & BREWERY LT,89102.0,GRANITE CITY FOOD & BREWERY LTD
2947355,ELLIOTT MARK T,23747.0,ELLIOTT CO
2947371,RAPTOR INTERNATIONAL INC,83160.0,RAPTOR SYSTEMS INC
2947371,RAPTOR INTERNATIONAL INC,88148.0,RAPTOR PHARMACEUTICAL CORP
2947440,XETA TECHNOLOGIES INC,11426.0,XETA CORP
2947440,XETA TECHNOLOGIES INC,11426.0,XETA TECHNOLOGIES INC
2947465,BALLEY GAMING INTERNATIONAL INC,77092.0,BALLY GAMING INTERNATIONAL INC
2947476,PARKWAY HOLDINGS LTD,12072.0,PARKWAY COMPANY
2947747,VISTAGEN INC,16070.0,VISTAGEN THERAPEUTICS INC
2948535,ELLIOTT JOHN T,23747.0,ELLIOTT CO
2948693,Owens Corning Intellectial Capital LLC,24811.0,OWENS CORNING
2949181,VISUAL TECHNOLOGY SERVICES LTD,81091.0,VISUAL TECHNOLOGY
2949752,CRANE JESSE A,20204.0,CRANE CO
2950127,Raytheon Applied Signal Technology,85658.0,RAYTHEON CO
2950444,GILEAD SCINECES INC,77274.0,GILEAD SCIENCES INC
2950625,HOMAREPRODUCTS CORP,75585.0,HOME PRODUCTS INTERNATIONAL INC
2950869,JELD-WEN INC,16554.0,JELD WEN HOLDING INC
2950875,THE GEORGE WASHINGTON UNIV A CONGRESSIONALLY CHARTERED NOT-FOR-PROFIT CORPORATION,38763.0,GEORGE WASHINGTON CORP
2950960,Trane air conditioning system china co ltd,25574.0,TRANE COMPANY
2951122,Tyco electronics suzhou co ltd,45356.0,TYCO INTERNATIONAL LTD
2951303,JOHNSON & JOHNSON HEALTH AND WELLNESS SOLUTIONS INC,22111.0,JOHNSON & JOHNSON
2951304,AI Biomed Corp,75107.0,ABIOMED INC
2951423,HAMMOND HOEL F,40898.0,HAMMOND CO
2952152,ANDREW C CAMPBELL INC,14323.0,ANDREW CORP
2952173,WEATHERFORD FRANK WILLIAM,32791.0,WEATHERFORD INTL LTD
2952564,KELLOGG MILTON M,26825.0,KELLOGG CO
2952608,CARORUNDUM COMPANY,25064.0,CARBORUNDUM COMPANY
2952654,GABRIEL RORERGEL,12001.0,GABRIEL CO
2952801,CORNELIUS HAMMAR FRITIOF,58835.0,CORNELIUS COMPANY
2953275,CARLISLE JENKINS ALEXANDRA,27334.0,CARLISLE COMPANIES
2953321,TENNANT ABRAM A,75460.0,TENNANT CO
2953333,HOW MAC INC,42164.0,HOMAC INC
2953344,GIRARD CELESTINE H,39088.0,GIRARD CO
2953852,PNEUMATIC SOALE CORP LTD,35430.0,PNEUMATIC SCALE CORP
2954101,CRITERION BEAD & NOVELTY CORP,10811.0,CRITERION GROUP INC
2954317,AMERICAN LA FRANCE CORP,10348.0,AMERICAN LA FRANCE FOAMITE CORP
2954416,CHILTON,23310.0,CHILTON COMPANY
2954416,CHILTON,59854.0,CHILTON CORP
2954559,MINNEAPOLIS HONCYWELL REGULATO,18374.0,MINNEAPOLIS HONEYWELL REGULATOR
2954564,HALLIBURTON ALWYN N,23819.0,HALLIBURTON COMPANY
2954573,RUCKER RICHARD A,47132.0,RUCKER COMPANY
2954589,WATCO INC,66376.0,WATSCO INC
2954626,SPEAR BOX COMPANY INC,14517.0,SPEAR & CO
2954639,WURLITZERR COMPANY,43027.0,WURLITZER COMPANY
2954691,RUST CRAFT GREETING CARDS INC,45700.0,RUST CRAFT GREETING CARDS INC
2954893,PICO CORP,64338.0,PICO PRODUCTS INC
2954893,PICO CORP,76586.0,P I C O HOLDINGS INC
2954967,MEDICAL DYNAMICS CORP,52565.0,MEDICAL DYNAMICS INC
2955000,BRISTOL BRASS CORP THE,60257.0,BRISTOL BRASS CORP
2955081,ONAN EASTERN CORP,55300.0,ONAN CORP
2955190,NORTRON INC,11715.0,NORTON ENTERPRISES INC
2955199,AUTONUMERICS CORP,15967.0,AUTONUMERICS INC
2955275,COMPUTONE INC,25770.0,COMPUTONE CORP
2955275,COMPUTONE INC,25770.0,COMPUTONE SYS INC
2955275,COMPUTONE INC,81077.0,COMPUTONE CORP
2955281,SINGER WERKE GMBH,27473.0,SINGER CO
2955346,KOGER & WADE MFG CORP,64602.0,KOGER COMPANY
2955443,QUOTE INC,65190.0,QUOTE ME INC
2955448,SAFTRAN SYSTEM CORP,54922.0,SAFETRAN SYSTEMS CORP
2955511,MACMILLAN MOLD COMPANY INC,27027.0,MACMILLAN INC
2955527,DATA DOCUMENTS INC,50067.0,DATA DOCUMENTS INC
2955527,DATA DOCUMENTS INC,82481.0,DATA DOCUMENTS INC DEL
2955545,ANTENNAS FOR COMMUNICATIONS IN,14454.0,ANTENNAS FOR COMMUNICATIONS
2955551,CHARTER WALLACE INC,26374.0,CARTER WALLACE INC
2955574,XENCO INC,14359.0,XENCOR INC
2955589,NALCO HAKUTO CHEMICAL CO,41179.0,NALCO CHEMICAL CO
2955589,NALCO HAKUTO CHEMICAL CO,90439.0,NALCO HOLDING COMPANY
2955593,MICROSONICS CORP,53648.0,MICROSONICS CORP
2955628,INOVEX CORP,88990.0,INNOVEX INC
2955689,WMI CORP,81593.0,W M I HOLDINGS CORP
2955743,IMPAC INC,82639.0,IMPAC MORTGAGE HOLDINGS INC
2955743,IMPAC INC,89569.0,IMPAC MEDICAL SYSTEMS INC
2956045,CTS POWER SERVICES INC,28564.0,C T S CORP
2956117,VESELY JAMES G,49314.0,VESELY COMPANY
2956134,STAUFFER CHEMICA COMPANY,25216.0,STAUFFER CHEMICAL CO
2956154,SCIENT DEV CORP,86928.0,SCIENT CORP
2956154,SCIENT DEV CORP,89212.0,SCIENT INC
2956244,ARAMAR INC,14329.0,ARAMARK HOLDINGS CORP
2956256,SCIENT DEV INC,86928.0,SCIENT CORP
2956256,SCIENT DEV INC,89212.0,SCIENT INC
2956276,RECOGNITION EQUIPMENT INCORP,61620.0,RECOGNITION EQUIPMENT INC
2956276,RECOGNITION EQUIPMENT INCORP,61620.0,RECOGNITION INTERNATIONAL INC
2956314,BURNELL GARRY J,30023.0,BURNELL & CO
2956529,BEKINS WARD J,17428.0,BEKINS COMPANY
2956541,CONCORD CAMERA,11998.0,CONCORD CAMERA CORP
2956612,CATALYTICA,78879.0,CATALYTICA INC
2956612,CATALYTICA,88830.0,CATALYTICA ENERGY SYSTEMS INC
2956631,CODI INC,24433.0,CODI CORP
2956669,BGS SYSTEMS INC,16185.0,B G S SYSTEMS INC
2956674,COLEMAN CABLE SYSTEM INC,91891.0,COLEMAN CABLE INC
2956678,COMPASS INTERNATIONAL INC,85811.0,COMPASS INTERNATIONAL SRVS CORP
2956715,GREEN STREET INC,83376.0,GREEN STREET FINANCIAL CORP
2956748,OMNIPONT CORP,82832.0,OMNIPOINT CORP
2956749,FLUID MANAGEMENT SYSTEMS INC,37082.0,FLUID CORP
2956781,MONROE INC,55061.0,MONROE GROUP INC
2956781,MONROE INC,76750.0,MONRO INC
2956840,CALIPHER TECHNOLOGIES CORP,87478.0,CALIPER TECHNOLOGIES CORP
2956870,THISTLE MARINE LLC,86295.0,THISTLE GROUP HOLDINGS CO
2956895,ENERGY RECOVERY INTERNATIONAL,92753.0,ENERGY RECOVERY INC
2956908,SILICON GRAPHIC INC,10791.0,SILICON GRAPHICS INC
2956908,SILICON GRAPHIC INC,90742.0,SILICON GRAPHICS INTL CORP
2956908,SILICON GRAPHIC INC,91506.0,SILICON GRAPHICS INC
2956913,COHESION TECHNOLOGIES,86320.0,COHESION TECHNOLOGIES INC
2957041,ALIGN TECHNOLOGY,88860.0,ALIGN TECHNOLOGY INC
2957049,STI ELECTRONICS INC,11680.0,SELECTRONICS INC
2957263,IRIS GMBH,45373.0,IRIS INTERNATIONAL INC
2957272,PROCERA NETWORKS INC,92282.0,PROCERA NETWORKS INC
2957282,BERGER CHRISTIE H,49438.0,BERGER HOLDINGS LTD
2957382,EUREKA SALES & MARKETING INC,31739.0,EUREKA CORP
2957811,EMERSON S THOMAS,32380.0,EMERSONS LTD
2958012,WATER TECHNOLOGIES INC C,10216.0,WATER JEL TECHNOLOGIES INC
2958287,EARTH RESOURCES MAN SERVICES ERMS,48741.0,EARTH RESOURCES CO
2958812,MCDONOUGH PAUL,49162.0,MCDONOUGH COMPANY
2958838,Military Systems Group,53348.0,MILITARY PUR SYS INC
2958895,CARLISLE RICHARD ALAN,27334.0,CARLISLE COMPANIES
2959038,RUCKER MICHAEL H,47132.0,RUCKER COMPANY
2959053,QUATUM CORP,65024.0,QUANTUM CORP
2959053,QUATUM CORP,87043.0,QUANTUM CORP
2959053,QUATUM CORP,87044.0,QUANTUM CORP
2959053,QUATUM CORP,92503.0,QUANTUM GROUP INC
2959339,WET INC,76217.0,WET SEAL INC
2959500,ORACLE SYSTEMS CORP,10104.0,ORACLE CORP
2959500,ORACLE SYSTEMS CORP,10104.0,ORACLE SYSTEMS CORP
2959995,GEODYANMICS INC,88357.0,GEODYNAMICS CORP
2960172,ACXSYS CORP,85800.0,ACSYS INC
2960847,BERGER PETER G,49438.0,BERGER HOLDINGS LTD
2960925,BRISTOL-MYERS QUIBB COMPANY,17988.0,BRISTOL MYERS CO
2960925,BRISTOL-MYERS QUIBB COMPANY,19393.0,BRISTOL MYERS CO
2960925,BRISTOL-MYERS QUIBB COMPANY,19393.0,BRISTOL MYERS SQUIBB CO
2961202,SYNDAX PHARMACEUTICALS INC,15976.0,SYNDAX PHARMACEUTICALS INC
2961234,STILLWATER MINING COMPANY,81173.0,STILLWATER MINING CO
2961280,REVELLA INC,66721.0,REVELL INC
2961668,STRATTON CORA M,39060.0,STRATTON GROUP LTD
2961932,HART SHAFFNER & MARX,22250.0,HART SCHAFFNER & MARX
2962175,PULLMAN MOTOR CAR CO,14066.0,PULLMAN CO
2962175,PULLMAN MOTOR CAR CO,68654.0,PULLMAN COMPANY
2962549,ELLIOTT VISIBLE BOOK AND GENERAL TYPEWRITERS LTD,23747.0,ELLIOTT CO
2962552,LARSEN GUST,48734.0,LARSEN COMPANY
2963036,TORRINGTON SPECIALTY COMPANY,27326.0,TORRINGTON COMPANY
2963237,IRON MOUNTAIN COMPANY,83143.0,IRON MOUNTAIN INC
2963237,IRON MOUNTAIN COMPANY,83143.0,IRON MOUNTAIN INC DEL
2963237,IRON MOUNTAIN COMPANY,83143.0,IRON MOUNTAIN INC NEW
2963520,BEARD CLAUDE A,63466.0,BEARD COMPANY
2963611,KELLOGG CLYDE W,26825.0,KELLOGG CO
2963732,BORDEN CLARKE H,16571.0,BORDEN CO
2963963,SPERRY GYROSCOPIC COMPANY INC,14525.0,SPERRY CORP
2964117,BERGER JULIA A,49438.0,BERGER HOLDINGS LTD
2964208,FALCONER WILLIAM H,34156.0,FALCONER COMPANY
2964219,FLUID TRANSMISSIONS RES CORP,37082.0,FLUID CORP
2964307,HAMMOND PHILO L,40898.0,HAMMOND CO
2964481,GABRIEL BAJOLET,12001.0,GABRIEL CO
2964707,CITIES SERVICE RCFINING CORP,24571.0,CITIES SERVICE CO
2964725,MAIDEN FORM INC,90789.0,MAIDENFORM BRANDS INC
2964773,OWENS ILLINOIS GIASS COMPANY,13661.0,OWENS ILLINOIS GLASS CO
2964937,CARAD CORP,21179.0,CANRAD INC
2965030,OLIN MATHIESON CHEMEICAL CORP,13610.0,OLIN CORP
2965030,OLIN MATHIESON CHEMEICAL CORP,13610.0,OLIN MATHIESON CHEM CORP
2965120,DIEBOLD CORP,40440.0,DIEBOLD INC
2965120,DIEBOLD CORP,40440.0,DIEBOLD NIXDORF INC
2965141,C H & C R ENTERPRISES INC,22437.0,C H ENERGY GROUP INC
2965141,C H & C R ENTERPRISES INC,85459.0,CH ROBINSON WORLDWIDE INC
2965474,HYDROCULTURE,43079.0,HYDROCULTURE INC
2965553,DELUX CHECK PRINTERS INC,61743.0,DELUXE CHECK PRINTERS INC
2965625,HOOVER JIMMIE N,42471.0,HOOVER COMPANY
2965722,NOLAND GAIL L,57780.0,NOLAND COMPANY
2965835,BROWNING EDWARD G,19554.0,BROWNING
2965865,SCIENT TOOLS INC,86928.0,SCIENT CORP
2965865,SCIENT TOOLS INC,89212.0,SCIENT INC
2965950,HOOVER JACK W,42471.0,HOOVER COMPANY
2965960,AMTROL,78951.0,AMTROL INC
2966121,IVY J FORET ASSOCIATES INC,46106.0,IVY CORP
2966126,DIAGNOSTIC PRODUCTS,29752.0,DIAGNOSTIC PRODUCTS CORP
2966174,BORDEN DAVID M,16571.0,BORDEN CO
2966186,DOCUMENT SECURITY CORP,10253.0,DOCUMENT SECURITY SYSTEMS INC
2966214,RUCKER ROBERT A,47132.0,RUCKER COMPANY
2966227,LARSEN MARKETING INC,48734.0,LARSEN COMPANY
2966313,CHILDS PETER A,14461.0,CHILDS CO
2966353,DILLON QUALITY PLUS INC,47431.0,DILLON COMPANIES INC
2966488,SINGER IMAGING INC,27473.0,SINGER CO
2966510,BORDEN KERMIT M,16571.0,BORDEN CO
2966577,CHANCE AB,57875.0,CHANCE A B CO
2966584,EASATMAN KODAK COMPANY,11754.0,EASTMAN KODAK CO
2966584,EASATMAN KODAK COMPANY,14276.0,EASTMAN KODAK CO
2966648,CRANE & COMPANY INC,20204.0,CRANE CO
2966648,CRANE & COMPANY INC,30074.0,CRANE CARRIER INDS INC
2966664,WCI STEEL INC,80729.0,W C I STEEL INC
2966711,ARES CORP,14617.0,ARES MANAGEMENT CORP
2966748,HAEMONETICS INC,40716.0,HAEMONETICS CORP
2966748,HAEMONETICS INC,76837.0,HAEMONETICS CORP MASS
2966757,SERVICEMASTER COMPANY L P,71116.0,SERVICEMASTER CO
2966781,REYNOLDS & OLIVEIRA EMPRESS DE,66799.0,REYNOLDS & REYNOLDS CO
2966791,ATCHISON CASTING CORP,79674.0,ATCHISON CASTING CORP
2966801,BEACON POWER SYSTEMS INC,88791.0,BEACON POWER CORP
2966828,HANOVER CORP,76356.0,HANOVER COMPANIES INC
2966841,INCYTE PHARMACUETICALS INC,79906.0,INCYTE CORP
2966841,INCYTE PHARMACUETICALS INC,79906.0,INCYTE PHARMACEUTICALS INC
2966860,LUCENT TECHLOLOGIES INC,83332.0,LUCENT TECHNOLOGIES INC
2966868,TRUAX COMPANY,17398.0,TRUAX TRAER COAL CO
2966914,ENTRUST TECHNOLOGIES,86324.0,ENTRUST TECHNOLOGIES INC
2966925,THOMAS & BETTS GMBH,38578.0,THOMAS & BETTS CORP
2966928,THERWOOD CORP,75951.0,THERMWOOD CORP
2966929,INVENTURE TECHNOLOGIES INC,84325.0,INVENTURE GROUP INC
2966954,TWENTY ONE INC,43254.0,TWENTY ONE BRANDS INC
2966968,BREEZE EASTERN,61209.0,BREEZE EASTERN CORP
2966987,EXCEL TECH,77010.0,EXCEL TECHNOLOGY INC
2967037,APPIAN COMMUNICATIONS INC,16698.0,APPIAN CORP
2967052,TERRAFORCE TECHNOLOGIES CORP,78268.0,TERAFORCE TECHNOLOGY CORP
2967106,FOX BORO COMPANY,27860.0,FOXBORO CO
2967138,ZOETICS INC,13788.0,ZOETIS INC
2967239,PFIZER JAPAN INC,21936.0,PFIZER INC
2967275,INTEGATED DEVICE TECHNOLOGY IN,44506.0,INTEGRATED DEVICE TECHNOLOGY
2967282,KOPPERS ARCH WOOD PROT AUST PT,22170.0,KOPPERS CO
2967310,AVAGO TECHNOLOGIES ECBU SINGAP,93002.0,AVAGO TECHNOLOGIES LTD
2967356,BIO KEY INTERNAT INC,84757.0,BIO KEY INTERNATIONAL INC
2967432,MIDWEST OIL SEEDS INC,24790.0,MIDWEST OIL CORP
2967451,ZERO LAB CORP,43537.0,ZERO CORP
2967465,WESTERN UNION COMPPANY,91461.0,WESTERN UNION CO
2967573,KELLOGG DAVID,26825.0,KELLOGG CO
2968365,ROCKWOOD GARY R,67417.0,ROCKWOOD HOLDING CO
2968797,PRESLEY HARRY,53153.0,PRESLEY COMPANIES
2970365,INFINITE TECHNOLOGIES INC,79595.0,INFINITE GROUP INC
2970606,QULCOMM Incorporated,77178.0,QUALCOMM INC
2971260,MCDONOUGH KELLY J,49162.0,MCDONOUGH COMPANY
2971271,TEXTRON INNNOVATIONS INC,23579.0,TEXTRON INC
2971599,GILLETTE JOSEPH P,16424.0,GILLETTE CO
2972397,CREX CARPET COMPANY,11519.0,CREX CARPET CO
2972544,GREAT LAKES DREDGE AND DOCK COMPANY,51836.0,GREAT LAKES DREDGE & DOCK CO
2973005,NASHUA PACKAGE SEALING CO INC,45487.0,NASHUA CORP
2973319,STEPHAN CEGLOWSKI,84911.0,STEPHAN CO
2973498,FLORSHEIM SHOE CO,16950.0,FLORSHEIM SHOE CO
2973498,FLORSHEIM SHOE CO,81081.0,FLORSHEIM SHOE CO NEW
2973568,LOCKTITE CO INC,59352.0,LOCTITE CORP
2973891,MARKETING SERVICE CORP,86079.0,MARKETING SERVICES GROUP INC
2974323,ARCTURUS MFG CORP,10936.0,ARCTURUS INC
2974327,INTERCRAFT CORP,44733.0,INTERCRAFT INDUSTRIES CORP
2974518,FENESTRA INCORPORATED,25814.0,FENESTRA INC
2974649,SYSTEMS ENGINEERING & MFG CO I,62738.0,SYSTEMS ENGINEERING & MFG CORP
2974697,REEVES SOUNDERAFT CORP,35705.0,REEVES SOUNDCRAFT CORP
2974718,HEAD SKI COMPANY INC,41611.0,HEAD SKI CO
2974741,DURA CRAFT BOATS INC,79687.0,DURACRAFT CORP
2974764,WILTON RES AND DEV CORP,83089.0,WILTON ENTERPRISES INC
2974786,WEEDEN JR FRANK G,81825.0,WEEDEN & CO
2974812,SOUTHERN NITROGEN COMPANY INC,42278.0,SOUTHERN NITROGEN INC
2975066,TRANE SOC,25574.0,TRANE COMPANY
2975072,SIERRA RESERACH CORP,70501.0,SIERRA RESEARCH CORP
2975073,PIERCE GOVERNOR CO INC,35350.0,PIERCE GOVERNOR INC
2975074,TRANSAIRCO INC,37479.0,TRANSAIRCO INC
2975122,OPTICAL SCANNING CORP,59783.0,OPTICAL SCANNING CORP
2975182,BAXTER CORP THE,27887.0,BAXTER INTERNATIONAL INC
2975182,BAXTER CORP THE,27887.0,BAXTER LABS INC
2975182,BAXTER CORP THE,27887.0,BAXTER TRAVENOL LABS INC
2975226,HOWMET INT INC,12343.0,HOWMET CORP
2975226,HOWMET INT INC,85610.0,HOWMET INTERNATIONAL INC
2975289,MALLORY LTD,26235.0,MALLORY P R & CO INC
2975289,MALLORY LTD,33953.0,MALLORY RANDALL CORP
2975338,MC MILLEN J ASS INC,52194.0,MCMILLEN CORP
2975412,NEPTUNE INT CORP,26761.0,NEPTUNE INTERNATIONAL CORP
2975416,COSMO INC,27407.0,COSMO COMMUNICATIONS CORP
2975569,ROCKWELL ENTERPRISES INC,18948.0,ROCKWELL INTERNATIONAL CORP
2975820,COSCO INC TUCKER HOUSEWARES DI,49445.0,COSCO INC
2975955,PULLMAN CONSTR IND INC,14066.0,PULLMAN CO
2975955,PULLMAN CONSTR IND INC,14066.0,PULLMAN INC
2975955,PULLMAN CONSTR IND INC,68654.0,PULLMAN COMPANY
2976081,PENGUIN PUMPS INC,11751.0,PENGUIN GROUP INC
2976098,MOBIL COMPANY,15966.0,MOBIL CORP
2976098,MOBIL COMPANY,15966.0,MOBIL OIL CORP
2976258,SOTECH INC,71002.0,SOFTECH INC
2976269,TRI JON INC,77367.0,TRION INC
2976379,LUKENS MEDICAL CORP,22373.0,LUKENS INC
2976379,LUKENS MEDICAL CORP,77580.0,LUKENS MEDICAL CORP
2976553,GREIF BORS CORP,83233.0,GREIF INC
2976629,RIGHT COMPANY,10876.0,RIGHT MANAGEMENT CONSULTANTS IN
2976629,RIGHT COMPANY,77040.0,RIGHT START INC
