name,gvkey_x,org,score
ARO CORP,1767,"AFERO, INC.",59
BAIRD CORP,1970,Bayer Corporation,59
BELDEN CORP,2129,BENQ Corporation,59
BENDIX CORP,2157,BENQ Corporation,59
BION CORP,2245,Bolens Corporation,59
DECISION INDUSTRIES CORP,3828,Decision Data Computer Corporation,59
EXAR CORP,4476,Extrel Corporation,59
NIBCO INC,7895,"Nifco, Incorporated",59
PAKO CORP,8302,Palcon Corporation,59
RICOH CO LTD,9135,"Ricoh Electronics, Inc.",59
SAGA CORP,9361,Sandia Corporation,59
TELEX CORP,10419,Timex Corporation,59
WEHR CORP,11335,Wenger Corporation,59
RADVA CORP,12385,Rajac Corporation,59
TIMBERJACK CORP,14631,Teratec Corporation,59
AMERICAN BODY ARMOR & EQUIPMENT INC,15290,"Armor Holdings Forensics, Inc.",59
POWERSOFT CORP,27775,Provesto Corporation,59
PILLOWTEX CORP,27957,Pollenex Corporation,59
CYBERGUARD CORP,30760,CyTerra Corporation,59
SIPEX CORP,62559,Shape Corporation,59
GERON CORP,63405,Groth Corporation,59
AMERICAN TIRE CORP,63798,Amerityre,59
INSILICON CORP,133245,Inca-One Corporation,59
ANADITE INC,1630,"Airmagnet, Inc.",58
MFIC CORP,2251,MCC Corporation,58
COOPER INDUSTRIES LTD,3497,"Cooper Power Systems, Inc.",58
INTERAND CORP,6023,Ingram Corporation,58
INTL RESEARCH & DEV CORP,6111,International Research & Development Company Limited,58
MEGATECH CORP,7234,Megica Corporation,58
NFA CORP,7653,Naka Corporation,58
SKYLINE CORP,9761,Silitek Corporation,58
TRE CORP,10298,TSRC Corporation,58
WEAN INC/PA,11321,"Wangtek, Incorporated",58
SANFORD CORP,11937,Sarnoff Corporation,58
LANDS END INC -OLD,12631,"Land's End Direct Merchant, Inc.",58
SEEBURG CORP,12652,Seegrid Corporation,58
SYSTEMSOFT CORP,30569,System Soft Corporation,58
VITALCOM INC,62133,"Virtual-Eye.Com, Inc.",58
WHITE CAP HOLDINGS INC,65667,White Cap Industries Incorporated,58
PRN CORP -REDH,160365,Prince Corporation,58
"Cogent, Inc.",160498,"Cosden Technology, Inc.",58
ACCESS CORP,1090,AMCEC Corporation,57
ALGOREX CORP,1264,"Armex, Inc.",57
C COR NET CORP,2537,"C-COR Electronics, Inc.",57
CONWOOD CORP,3489,The Conolon Corporation,57
ELTRA CORP,4314,Extrel Corporation,57
CABRE CORP,6308,Phazar Antenna Corp.,57
MOGUL CORP,7494,Medsol Corporation,57
MULTI-TECH CORP,7614,Mitsuchi Corporation,57
NUMEREX CORP  -OLD,8035,NuBreed Corporation,57
SEALY CORP,8101,Seats Incorporated,57
PENN CORP,8432,Pen Jet Corporation,57
REPCO INC,9050,Rennco Incorporated,57
STEVIA CO INC,10084,The Staver Company Inc.,57
TELXON CORP,10422,Tokin Corporation,57
VAPOR CORP,11110,VenPro Corporation,57
VENTRON CORP,11133,The Valeron Corporation,57
WALWORTH CO,11277,The Worth Company,57
BYERS INC,12333,"Best Industries, Inc.",57
MERRILL CORP,12380,The Merrick Corporation,57
EMCON,14160,"Ecton, Inc.",57
BIOPORE INC,16158,Biz360 Inc.,57
FARREL CORP,24846,Fryer Corporation,57
SKYBOX INTL INC,28990,"Fleer/Skybox International, LP",57
STERILE RECOVERIES INC,63291,"SRI/Surgical Express, Inc.",57
Endo International plc,63645,Endo Pharmaceuticals Inc.,57
EMCORE CORP,64637,Embro Corporation,57
IONICA GROUP PLC,65123,Ironclad LLC,57
MERCK SERONO SA,102045,Serono Laboratories Inc.,57
REYNOLDS AMERICAN INC,120877,R. J. Reynolds Tobacco Company,57
ENGAGE TECHNOLOGIES INC,122137,"en-Gauge, Inc.",57
MP3 COM INC,122173,"Mepaco, Inc.",57
BALL CORP,1988,BASF Corporation ,56
BALLY ENTERTAINMENT CORP,1990,"Bally Gaming International, Inc.",56
BIRD CORP,2239,BEI Incorporated,56
CALNETICS CORP,2634,Caltechnix Corporation,56
OMNICOM GROUP INC,4066,"MCMS, Inc.",56
EECO INC,4144,ETCO Incorporated,56
IMEX CORP,5883,Inax Corporation,56
JENN-AIR CORP,6248,Jennmar Corporation,56
KAISER CEMENT CORP,6319,"Kaiser Gypsum Company, Inc.",56
PNEUMO CORP,8650,Pseudonym Corporation,56
SNYDER CORP,9780,Synerdyne Corporation,56
TEC INC,10276,"Trece, Incorporated",56
VIGORO INDUSTRIES INC,13989,The Vigoro Corporation,56
TRIMAS CORP,15252,Trans-Lux Corporation,56
IDEX CORP,15267,Inax Corporation,56
BYTEX CORP,15353,BTM Corporation ,56
CAERE CORP,17560,CHEMBRIDGE CORPORATION,56
RACAL ELECTRONICS PLC,19595,Racal Data Communications Inc.,56
AVITAR INC  -OLD,24320,"Atris, Incorporated",56
DISC INC,26247,"Dias, Incorporated",56
PHOTRAN CORP,62944,Pegatron Corporation,56
INTERCEPT INC,111102,Intermec IP Corporation,56
AVENUE A INC,132361,"Aquaturis, Inc.",56
NATURAL GOLF CORP,155617,Nauta Roll Corporation,56
EnerSys,160893,ENERGYN INC.,56
ATHLONE INDS,1833,"Athena Industries, Inc.",55
BETHLEHEM CORP,2188,BTM Corporation ,55
CERRO CORP,2892,Cormier Corporation,55
CETEC CORP,2899,Chemcut Corporation,55
ELSCINT LTD,4312,"Elsicon, Inc.",55
EX-CELL-O CORP,4475,"Ex-Cello Machine Tools, Inc.",55
HEI CORP,5403,Ionex/HEI Corporation,55
MET PRO CORP,7281,M-C Power Corporation,55
OHIO ART CO,8096,The Ohio Brass Company,55
RADYNE COMSTREAM INC,8925,The Rand Corporation,55
SIS CORP,9749,"SIS human factor technologies, inc.",55
EXECUTONE INFORMATION SYSTEMS INC,11218,"Elbo, Inc.",55
WSMP INC,11424,"Peer Foods, Inc.",55
WYLAIN INC,11613,"Weil-McLain Company, Inc.",55
SAMSONITE INTERNATIONAL SA,13932,Solite Corporation,55
NORDION INC,14102,"Mars, Inc.",55
ARCO CHEMICAL CO,14124,"ARCO Polymers, Inc.",55
NORSAT INTL INC,23170,NATE International,55
SOMANETICS CORP,23776,Solite Corporation,55
GLOBAL INDUSTRIAL TECHNOLOGIES INC,25647,"A. P. Green Industries, Inc.",55
WICKES LUMBER CO,29022,"Tool & Engineering, Div. of Wickes Companies, Inc.",55
INFOSEEK CORP,63021,Innotive Corporation,55
TRITEAL CORP,63444,Traex Corporation,55
CUNO INC,63559,"WRR Industries, Inc.",55
TSET INC,63574,"Kronos Advanced Technology, Inc.",55
SEEC INC,64283,"Stewart E. Erickson Construction, Inc.",55
National Automation Services Inc,65383,"Jawz, Inc.",55
LUCAS VARITY PLC,100528,"Varity Automotive, Inc.",55
INKTOMI CORP,111488,IONIX Corporation,55
LIQUID AUDIO INC,121979,Lucid Corporation,55
SAGE INC,126320,"Faroudja Laboratories, Inc.",55
TYSTEMS INC,128620,TAU Systems,55
DDI CORP,133945,"DDI Industries, Inc.",55
ALPHABET INC,160329,Google Inc.,55
ALATENN RESOURCES INC,1234,"Atrion Medical Products, Inc.",54
"E-Z-EM, Inc.",4162,"Emed Company, Inc.",54
GRC INTERNATIONAL INC,4806,"Flow General, Inc.",54
GOTT CORP,5244,Gaton Corporation,54
LOGIC CORP,6784,LECO Corporation,54
MARINA BIOTECH INC -OLD,7694,Nastech Pharamecutical Company Inc.,54
PARLEX CORP,8365,PRD Corporation,54
PET INC-OLD,8501,PA Incorporated,54
RAYMOND INTL INC/DE,8968,Rand International,54
SEAL INC,9553,Seats Incorporated,54
TRANSDYNE CORP,10682,Trans-Dyne Incorporated,54
UPSON CO,11044,The Upjohn Company,54
NIAGARA CORP-OLD,20068,Natsuhara Corporation,54
INTERACTIVE TECHNOLOGIES CORP INC,21667,"Agratech International, Inc.",54
ENVOY CORP,24058,EIZO Corporation,54
ROCHE HOLDING AG,25648,Hoffmann-La Roche Inc.,54
IWERKS ENTERTAINMENT INC,29033,"Omni Films International, Inc.",54
DIGITAL ANGEL CORP-OLD2,31193,Applied Digital Solutions,54
RSI SYSTEMS INC,61065,"Ventris, Inc.",54
BELL TECHNOLOGY GROUP LTD,61877,"Globix Technologies, Inc.",54
LOGITECH INTERNATIONAL SA,102696,"Lo-Tech Enterprises, Inc.",54
GALECTIN THERAPEUTICS INC,150221,"PRM Pharmaceuticals, Inc.",54
KONAMI HOLDINGS CORP,200595,Konami Gaming Inc.,54
ADVENT CORP,1146,Athenix Corporation,53
BIBB CO,2196,Bali Company,53
BIOGEN INC,2226,Biofine Incorporated,53
BRISTOL CORP,2401,The Burton Corporation,53
HI-SHEAR CORP,5613,The Hetra Corporation,53
U S WEST COMMUNICATIONS INC,7593,"US West Advanced Technologies, Inc.",53
NORD RESOURCES CORP,7920,Nord Kaolin Company,53
RIVAL MFG CO,9157,Rima Manufacturing Company,53
RIX CORP  -OLD,9166,RILITE Corporation,53
SYNTREX INC,10245,"Synrad, Incorporated",53
TODD GROUP INC,10596,A. M. Todd Company,53
J&J SNACK FOODS CORP,12825,ICEE-USA Corporation,53
PHONEX INC,14548,Pollenex Corporation,53
TB WOODS CORP,62065,"TB Wood's Enterprises, Inc.",53
RIBOZYME PHARMACEUTICALS INC,62632,"Sima Therapeutics, Inc.",53
LARSCOM INC,64186,LaCour Incorporated,53
FIN SPORTS USA INC,120574,"Lifef/x Networks, Inc.",53
VIRATA CORP,126497,Vanmark Corporation,53
ESL INC,4158,ESB Incorporated,52
MPB CORP-OLD,6883,MNP Corporation,52
MED-PAK CORP,7187,Maxpeed Corporation,52
PASCO INC,8370,Palcon Corporation,52
SAN/BAR CORP,9390,Sangray Corporation,52
TOCOM INC,10595,"Tusco, Incorporated",52
TORO CO,10618,The Tord Company,52
VSI CORP,11066,VBM Corporation,52
AXLON INC,12526,Afton Incorporated,52
ENSR CORP,13654,Extrel Corporation,52
TRUVEL CORP,14180,TSRC Corporation,52
RW TECHNOLOGY INC,14558,"Piston Powered Products a division of RW Technologies, Inc.",52
INTERTAPE POLYMER GROUP INC,24943,"International Container Systems, Inc.",52
XETEL CORP,62135,X-Ten Corporation,52
SIGNATURE RESORTS INC,63493,Sterigard Corporation,52
AMBIENT CORP,105346,Athenix Corporation,52
VIXEL CORP,124440,Vuzlx Corporation,52
NATCO GROUP INC,128759,Nico Corporation,52
SUREBEAM CORP,142753,Saturn Corporation,52
ASHLAND GLOBAL HOLDINGS INC,1794,Ashland Chemical Company,51
CONSOLIDATED FREIGHTWAYS INC,3416,"Con-Way Transportation Services, Inc.",51
INNOVEX INC,5973,"InnoMed Technologies, Inc.",51
INTL TELDATA CORP,6123,International Tel Data Corporation,51
TUTOR PERINI Corp,8486,Prince Corporation,51
STEVENS (J.P.) & CO,10082,Stevcoknit Fabrics Co.,51
"Clearfield, Inc.",12482,"Alpha Enterprises, Inc. ",51
WESTAR CORP,12539,The Whitaker Corporation ,51
NU KOTE HOLDING INC,25771,"Nukote International, Inc.",51
CAMCO INTERNATIONAL INC,29369,"Production Operators, Inc. ",51
WATERS CORP,61574,The Whitaker Corporation ,51
COMSTOCK COAL CO INC,125600,"Telkonet Communications, Inc.",51
AMBAC INDUSTRIES INC,1366,Bacharach Instrument Company,50
ACUITY IMAGING INC,1896,Automatix Incorporated,50
AVNET INC,1919,Aesynt Incorporated,50
BARDEN CORP,2045,The Braun Corporation,50
BERTEA CORP,2181,The Braun Corporation,50
ESMARK INC-OLD,4449,Eprad Incorporated,50
EXOTECH INC,4492,ETCO Incorporated,50
HABER INC,5418,"Horiba Instruments, Inc.",50
SPIRE INC,6547,"Laclede, Inc.",50
PAK-WELL CORP,8301,PlasTek Corporation,50
ROCKAWAY CORP,9196,Rayovac Corporation,50
TERMIFLEX CORP,10455,"Therma Corporation, Inc.",50
TIMKEN CO,10581,MNP Corporation,50
WHITING CORP,11477,Winfield Corporation,50
WIX CORP,11561,Winfield Corporation,50
NOBLE CORP PLC,11925,Noetix Corporation,50
TLC BEATRICE INTERNATIONAL HOLDINGS INC,14900,"Beneke Division, Beatrice Foods Co.",50
PYXIS CORP,25598,PQ CORPORATION,50
AVITAR INC,25641,"Atris, Incorporated",50
EVERGREEN ENERGY INC,25691,"Kofax, Inc.",50
BOCA RESEARCH INC,27873,ENERGYN INC.,50
"Qorvo, Inc.",64853,"RF Micro Devices, Inc.",50
NETERGY NETWORKS INC,65021,80/20 Inc.,50
AXIOM INC,65047,"Telesciences, Inc.",50
FILMWORLD INC,66239,"Supelco, Inc.",50
Aralez Pharmaceuticals Inc.,140672,"Pozen, Inc.",50
"MICROMET, INC.",174160,"McDermott Technology, Inc.",50
SOLTA MEDICAL INC,175913,"Therma-Wave, Inc.",50
ASTRO MED INC,1820,"Atlan-Tol Industries, Inc.",49
"SERVICEMASTER CO, LLC",9613,Service Master Industries Inc.,49
ACELITY HOLDINGS INC -REDH,14555,"Kinetic Concepts, Inc.",49
NETWORKS ASSOCIATES INC,25783,"McAfee.com, Inc.",49
C-PHONE CORP,30625,The Chemithon Corporation,49
SAC TECHNOLOGIES INC,64645,Bioself International Inc.,49
TECHNOR INTERNATIONAL INC,108457,"Cellpoint Scientific, Inc.",49
LINKSHARE CORP,133824,The Laitram Corporation,49
"Coeur Mining, Inc.",3153,Coeur d'Alene Patent Investment LLC,48
DIVERSIFIED INDUSTRIES INC,3994,Avita Health and Fitness Products Inc.,48
AMATI COMMUNICATIONS CORP,5869,Incoe Corporation,48
LORI CORP,6809,The Lubrizol Corporation,48
METEX CORP,7290,Mail-Ex Corporation,48
MOR-FLO INDS,7558,"Marlow Industries, Inc.",48
MYLEX CORP,7640,Mail-Ex Corporation,48
SBE INC,9311,Seats Incorporated,48
SAVIN CORP,9434,Silitek Corporation,48
SOLV EX CORP,9802,Seiko Corporation,48
VGC CORP,11199,V. G. C. Corporation,48
SUNGARD DATA SYSTEMS INC,12144,Systems and Computer Technology Corporation,48
ALPNET INC,12396,Altenex Corporation,48
GROUNDWATER TECHNOLOGY INC,12424,"Fluor Daniel Hanford, Inc.",48
PLEXUS CORP,12945,PQ CORPORATION,48
STEVENS GRAPHICS CORP,13699,"Servend International, Inc.",48
BAROID CORP,15102,The Burton Corporation,48
BIOCLINICA INC,25396,"Bio-Imaging Technologies, Inc.",48
MASTECH CORP,64165,iGate Incorporate,48
CROWN CENTRAL PETROLEUM CORP,3618,Continental American Corporation,47
DATA-LINK CORP,3763,Digital Wave Corporation,47
ELEXSYS INTERNATIONAL INC,3938,"Diceon Electronics, Inc.",47
NETOPTIX CORP,4972,Galileo Electro-Optics Corporation,47
KENT-MOORE CORP,6391,Koltron Corporation,47
MEAD CORP,7180,The Metraflex Company,47
SPIRE CORP,9954,Symetrix Corporation ,47
CALSTAR INC,12500,"Cobalt Technologies, Inc.",47
CHEMETRON CORP,14331,Courtesy Corporation,47
AKZO NOBEL NV,15334,Akzo America Incorporated,47
JPS TEXTILE GROUP INC,20893,"JS Industries, Inc.",47
AMERICAN FINANCIAL HOLDING INC,21132,"Isolagen Technologies, Inc.",47
HYMEDIX INC,24886,Howmedice International Inc.,47
MMI COMPANIES INC,28497,Mima Incorporated,47
24EAL MEDIA INC,113498,"Exactis.com, Inc.",47
NETRO CORP,123100,Novartis Corporation,47
BELO CORP,2150,The Boler Company,46
SCHAWK INC,4645,Filtertek Inc.,46
LANE CO INC,6584,The Lee Company ,46
PURE CYCLE CORP,8826,Precitec Corporation,46
RAMADA INC,8937,"RTI Energy Systems, Inc.",46
GNB INC,13475,Gemini Incorporated,46
HAUSER CHEMICAL RESEARCH INC,20194,"Hausted, Inc.",46
"Accelerate Diagnostics, Inc",21118,Accelrs Technology Corporation,46
LATOKA INC,21963,"L&J Engineering, Inc.",46
MAD CATZ INTERACTIVE INC,29627,"Madcatz, Inc.",46
WestRock Co,29830,Rock-Tenn Converting Company,46
YOU BET INTERNATIONAL INC,62257,"Youbet.com, Inc.",46
TIGER X MEDICAL INC,63979,"clickNsettle.com, Inc.",46
WebMD Health Corp.,115404,Henkel Corporation,46
KNOWLEDGE FOUNDATIONS INC,134867,"Bostik, Inc.",46
UNICOM INC,143285,"Casa Systems, Inc.",46
OXIS INTERNATIONAL INC,3691,"Dogwood Pharmaceuticals, Inc.",45
GROLIER INC,5349,"Mystic Color Lab, Inc.",45
MAKITA CORP,6972,Murata Corporation of America,45
NAI TECHNOLOGIES INC,7952,"North Atlantic Industries, Inc.",45
TEREX CORP,7991,Trans-Lux Corporation,45
"PORTRAIT CORP OF AMERICA, INC.",8233,"PCT International, Inc.",45
PEI INC,8237,PA Incorporated,45
ROVAC CORP,9257,Roy-G-Biv Corporation,45
SCIENCE APPLCTNS INTL CP-OLD,9480,General Scientific Corporation,45
STEEGO CORP,10043,Hercules Corporation,45
TOTAL PETROLEUM OF N AMERICA,10625,Total Engineering and Research Company,45
"BALLY TECHNOLOGIES, INC.",12075,Bally Manufacturing Corporation,45
CARLISLE PLASTICS INC,12133,"Polium Technologies, Inc.",45
MICROTEL INTERNATIONAL INC,12621,Eldred Corporation,45
HARRIER INC,14416,"Compete, Inc.",45
LEICA PLC  -ADR,14867,"Leric, Inc.",45
PET INC,23798,PA Incorporated,45
GENTA INC DE,24781,Gemini Incorporated,45
WAVEPHORE INC,30849,Waekon Corporation,45
SPACETEC IMC CORP,61684,"Lo-Tech Enterprises, Inc.",45
FIELDCREST CORP,62645,"Softlock.com, Inc.",45
INFOCURE CORP,65072,"Artic, Inc.",45
FRIEDE GOLDMAN INTERNATIONAL INC,65135,"Halter Marine Services, Inc.",45
CALDERA INTERNATIONAL INC,133044,"The Sinco Group, Inc.",45
CLECO POWER LLC,2859,Connected Corporation,44
CREST-FOAM CORP,3598,Comstream Corporation,44
D F M CORP,3694,Dytel Corporation,44
IEM-INDUSTRIA ELEC MEXICO SA,5832,"Danly IEM, division of Connell Limited Partnership",44
LINCOLN NATIONAL CORP,6742,Jefferson Pilot Financial Insurance Company,44
SPEX GROUP INC,9950,"SKF Industries, Inc.",44
TALLY CORP,10324,TL Systems Corporation,44
VALTEK INC,11098,Veda Incorporated,44
CHARTER POWER SYSTEMS INC,13328,"CSP Technologies, Inc.",44
NVIEW CORP,23968,The Nexsys Corporation,44
CAMECO CORP,24370,"Coleco Industries, Inc.",44
D & K HEALTHCARE RESOURCES INC,25694,"Therapac Division, Krelitz Industries, Inc.",44
BROADBAND TECHNOLOGIES INC,28533,"PDT Systems, Inc.",44
VIDEOSERVER INC,31854,"EZ4Media, Inc.",44
NETTAXI INC,111169,"Rice Systems, Inc.",44
"FUEL PERFORMANCE SOLUTIONS, INC.",115318,"International Power Technology, Inc.",44
AMERICAN OUTDOOR BRANDS CORP,115757,Smith & Wesson Corp.,44
WASATCH WEB ADVISORS INC,141859,"Raze Technologies, Inc.",44
AMERICAN GENERAL CORP,1465,Knickerbocker Case Company,43
K-H CORP,4920,Fruehauf Corporation,43
INTERNATIONAL DAIRY QUEEN INC,6074,"Karmelkorn Shoppes, Inc.",43
MARANTZ INC,7013,"Superscope, Inc.",43
Sonasoft CORP,9494,"Scientific Software Intercomp, Inc.",43
"Walgreens Boots Alliance, Inc.",11264,Warren Company,43
Graham Holdings Co,11300,The Washington Post,43
AMERIQUEST TECHNOLOGIES INC,13010,Rotobec Inc.,43
BIBB CO/DEL,14550,Bali Company,43
IN FOCUS SYSTEMS INC,23528,Incoe Corporation,43
CELADON GROUP INC,29612,"Chandler Systems, Inc.",43
BINGO & GAMING INTERNATIONAL INC,61672,B. I. Incorporated,43
CNH GLOBAL NV,63914,CNH America LLC,43
GUIDED THERAPEUTICS INC,65016,"Spectrolab, Inc.",43
RISDON MFG CO,9153,Reynolds Manufacturing Company,42
UNITED GUARDIAN INC,10902,"Precision Industries, Inc.",42
"Fuel Systems Solutions, Inc.",12559,"Impco Technologies, Inc.",42
THOMSON-REUTERS CORP,15704,Premark FEG Corporation,42
MEDICAL ADVISORY SYSTEMS INC,23964,Digital Wave Corporation,42
FONIX CORP,25656,Phonex Broadband Corporation,42
ILLINOIS SUPERCONDUCTOR CORPORATION,29066,"ISCO International, LLC",42
FIRST USA PAYMENTECH INC,62453,Pneumatech LLC,42
TANKLESS SYSTEMS WORLDWIDE INC,109640,Spec International Inc.,42
"POPEYES LOUISIANA KITCHEN, INC.",114608,"ALS Enterprises, Inc.",42
BSQUARE CORP,125274,The Braun Corporation,42
"FERO INDUSTRIES, INC.",4623,Ferrofluidics Corporation,41
MARSH & MCLENNAN COMPANIES INC,7065,"Ontrack Data International, Inc.",41
MOBIL CORP,7475,The Superior Oil Company,41
PVO INTERNATIONAL INC,8251,Pacific Vegetable Oil Corporation,41
PLASMINE CORP,8634,"Pliant Technology, Inc.",41
POLICY MANAGEMENT SYSTEMS CORP,8658,Computer Sciences Corporation,41
REYNOLDS & REYNOLDS CO,9112,"Depuy Products, Inc.",41
TELEBYTE TECHNOLOGY INC,10394,Texet Corportion,41
VIRTUALSELLERS COM INC,13849,"HealthTRAC Systems, Inc.",41
FIAT CHRYSLER AUTOMOBILES NV,15172,Fiat Products Incorporated,41
ULTRAMAR DIAMOND SHAMROCK CORP,25422,Total Engineering and Research Company,41
"Applied Nanotech Holdings, Inc",27856,"Nano-Proprietary, Inc.",41
ABC RAIL PRODUCTS CORP,29395,ABC-NACO Inc.,41
TERRESTAR CORP,29397,Motient Services Inc.,41
"Forticell BioScience, Inc.",62497,Ortech International,41
CA SHORT CO,64681,Cosma International Inc.,41
NMHG HOLDING CO,160681,"NACCO Materials Handling Group, Inc.",41
U HAUL INTERNATIONAL INC,1393,"Amorcyte, Inc.",40
ANTEX CORP,1674,"ATON PHARMA, INC.",40
CILCORP INC,2857,Central Illinois Tile co.,40
ROTO-ROOTER INC,2960,"Dubois Chemicals, Inc.",40
CLEVITE CORP,3112,"Creative Industries, Inc.",40
CORNELIUS CO,3530,Doran Brothers Inc.,40
DYNATECH CORP,4132,Acterna,40
GENESEE CORP,5111,Gresen Manufacturing Company,40
ICN PHARMACEUTICALS  -OLD,5825,"Micromedic Systems, Inc.",40
STERLING OPTICAL CORP,6179,Ipco Hospital Supply Corporation (Whaledent International Division),40
NELSON THOMAS INC,7809,C.R. Gibson Company,40
ZEMEX CORP,8288,Firepass Corporation,40
PAXAR CORP,8293,NanoFilm Corporation,40
PLY GEM INDUSTRIES INC,8647,"Variform, Inc.",40
SHAKLEE CORP,9631,Jackson & Perkins Company,40
TEAM INC,10353,"Tusk, Incorporated",40
VALERON CORP,11081,Com General Corporation,40
RSA INSURANCE GROUP PLC,15664,Design Professionals Financial Corporation,40
BRITE VOICE SYSTEMS INC,16419,"Perception Technologies, LLC",40
Oncothyreon Inc.,20245,Biomira USA Inc.,40
INFOMED HOLDINGS INC,28817,"CareCentric Solutions, Inc.",40
TiVo Corp,64480,Macrovision,40
COGENTIX MEDICAL INC,65218,Uroplast Inc.,40
RELX PLC,100338,Reed Elsevier Inc.,40
LIQUIDIX  INC,107220,"Anscott Chemical Industries, Inc.",40
AMDURA CORP,1475,American Hoist & Derrick Company,39
CEZAR INDUSTRIES LTD,2902,International Video Corporation,39
VARITY CORP,7099,Fruehauf Corporation,39
MIDCON INDUSTRIES INC,7364,Mid-Continent Pipeline Equipment Company,39
SALOMON SMITH BARNEY HOLDINGS INC,8537,"Citigroup Global Markets, Inc.",39
SUPERIOR ELECTRIC CO,10193,"Unitron, Inc.",39
UNIVAR CORP,11003,"Van Waters and Rogers, Inc.",39
FIRST AMERICAN FINANCIAL CORP,12796,US Search.Com INC,39
Dell Technologies Inc,14489,"Dell Products, L.P., a Texas Limited Partnership",39
SRX POST HOLDINGS INC,20734,Novartis Corporation,39
EDUCATION ALTERNATIVES INC,23953,Tetratec Corporation,39
NORWESTECH INC  -OLD,63899,"Pacific Fiberoptics, Inc.",39
GAENSEL GOLD MINES INC,64581,"Coburn Optical Industries, Inc.",39
DTE Electric Co,65089,The Detroit Edison Company,39
SCIVANTA MEDICAL CORP,66659,"Medi-Hut Co., Inc.",39
AMERSHAM PLC,100423,Apherma Corporation,39
RADAR RESOURCES INC,110329,"VECNA TECHNOLOGIES, INC.",39
NATROL INC,112720,"Nor-Lake, Incorporated",39
ZIMMER HOLDINGS INC,144559,Centerpulse Orthopedics Inc.,39
CIRCUIT SOURCE INTERNATIONAL INC,154113,CSI Technology ,39
LATIN AMERICAN TELECOMMUNICATIONS VENTURE CO,3305,Compugraphic Corporation,38
BIGLARI HOLDINGS INC.,3424,"Steak n Shake, Inc.",38
CURTISS WRIGHT CORP,3662,"Metal Improvement Company, Inc.",38
DALLAS CORP,3724,"Waldon, Inc.",38
ERC INTERNATIONAL INC,4153,Peterson Laboratories,38
HOUSEHOLD FINANCE CORP,5734,Wallace Murray Corporation,38
GRIFFON CORP,5987,Instrument Systems Corporation,38
INTERCOLE INC,6026,Banner Metals,38
TRINOVA CORP,6701,"Aeroquip Vickers, Inc.",38
LUBRIZOL CORP,6830,Agrigenetics Corporation,38
AUDITS & SURVEYS WORLDWIDE INC,10719,The Triangle Corporation,38
KNOLL INTERNATIONAL HOLDINGS,14358,Clearford Industries Inc.,38
ELECTROLUX AB,14620,"Electr{overscore (o)}lux Home Products, Inc.",38
NOISE CANCELLATION TECHNOLOGIES INC,19818,NCC Group Inc.,38
CONTROL DATA SYSTEMS INC,25622,"Magnetic Peripherals, Inc.",38
STN INC,25790,Silitek Corporation,38
SUN HEALTHCARE GROUP INC,28543,"Contour Med Partners, Ltd.",38
DUNN COMPUTER CORP,64663,"SteelCloud, LLC",38
"IDENTIVE GROUP, INC.",65552,SCM Microsystems (U.S.) Inc.,38
FIRST AMERICAN CLOCK CO,106436,Miosoft Corporation,38
TELEFLEX MEDICAL INC,148254,"Hudson Respiratory Care, Inc.",38
INTL SALT CO,6113,International Harvester Company,37
KROGER CO,6502,The Dillon Company,37
MWA CO,6904,The Metraflex Company,37
ORION CAPITAL CORP,8186,Design Professionals Financial Corporation,37
PRATT & LAMBERT UNITED INC,8711,Pierce & Stevens Corp.,37
T-BAR INC,10269,Truth Incorporated,37
WHITE CONSOLIDATED INDS INC,11466,Blaw-Knox Construction Equipment Corporation,37
COCA-COLA EUROPEAN PARTNERS,12756,"CLB Enterprises, Inc. II",37
SINGLEPOINT SYSTEMS CORP,23051,"global Maintech, inc.",37
TRINITY BIOTECH PLC,25850,Disease Detection International Inc.,37
ENVIRO ENERGY CORP,62621,Environ Products Inc.,37
MULTIMEDIA ACCESS CORP,64620,"Viewcast.com, Inc.",37
MARCAM SOLUTIONS INC,65202,Marpac Corporation,37
ALLIS CHALMERS CORP,1308,"Stephens-Adamson, Inc.",36
AMPCO PITTSBURGH CORP,1613,Northwestern Steel and Wire Company,36
BMC INDUSTRIES INC,1943,Bucklee-Mears Company,36
COLEMAN CO INC  -OLD,3167,Coast Catamaran Corporation,36
DREXLER TECHNOLOGY CORP,4077,Lasercard Company L.P.,36
ENVIRODYNE INDUSTRIES INC,4412,Viskase Corporation,36
GALVESTON HOUSTON,4977,"Hensley Industries, Inc.",36
GENERAL PUBLIC UTILITIES CORP,5079,"G-Plus, Inc.",36
HESSTON CORP,5603,Hay & Forage Industries,36
"PASSUR Aerospace, Inc.",7232,Mayalta Corporation,36
ACCESS BEYOND INC,8461,Penril Corp.,36
PVH CORP.,8551,Phillips-Van Heusen Corporation,36
QUAKER OATS CO,8852,"Liqui-Dri Foods, Inc.",36
SEAL HOLDINGS CORP,9552,"LEAD TECHNOLOGIES, INC.",36
SHERWIN WILLIAMS CO,9667,Pierce & Stevens Corporation,36
TRANS INDUSTRIES INC,10656,Vulkor Incorporated,36
US ENERGY CORP,10938,The Brunton Company,36
FUJITSU LTD,18467,"Fijitsu Network Communications, Inc.",36
MCM CORP,18826,"Mebco Industries, Inc.",36
ELF AQUITAINE SA,19364,M & T Chemicals Inc.,36
DIGITAL SOUND CORP,20903,Unisys PulsePoint Communications,36
