i,PARENT COMPANY NAME
9122,Tecolote Energy LLC
9126,"Davis Gas Processing, Inc"
9127,"WTG Jameson, LP"
9129,"Blackbeard Operating, LLC"
9137,BRADFORD WHITE CORP
9138,"WTG Gas Processing, LP"
9141,"Benedum Gas Partners, LP"
9144,Divide Creek Gathering System LLC
9148,Phillips 66 Sweeny Frac LLC
9152,TransCanda/Columbia Pipeline Group
9170,LIQUEFIED NATURAL GAS LTD
9179,"Magellan Processing Holdings, LP"
9184,Panther Energy Co II
9187,Alcoa Corp
9196,Louisiana Pacific Corp
9198,Lucid Energy Delaware
9203,Rowdy Pipeline LLC
9208,Jagged Peak Energy LLC
9215,"DGP Taurus Field, Services, LP"
9216,Permian Resources LLC
9225,IMG Midstream LLC
9227,WOLD ENERGY PARTNERS LLC
9229,Texas Coastal Ventures LLC
9231,MIAMI-DADE COUNTY
9240,BC Operating INC
9249,Verdun Oil Co
9263,FOUR WINDS MIDSTREAM LLC
9274,voestalpine Texas LLC
9279,Caprock Permian Processing LLC
9281,Dart Oil & Gas Corp
9290,Antero Midstream Partners LP
9320,Cabot Oil & Gas Corp
9339,"LINN ENERGY, LLC"
9346,LOGOS Resources II LLC
9355,Jay-Bee Oil & Gas Wellsites
9359,1804 LTD
9362,Rio Energy International Inc
9366,Jay-Bee Oil & Gas LLC
9376,West Fraser Inc
9379,"TEP Rocky Mountain, LLC"
9390,Austin Powder CO
9392,"TOMPC, LLC"
9393,"TOM-Stack, LLC"
9405,ORX Resources LLC
9412,National Fuel
9422,TECHNICAL CHEMICAL CO
9426,"Arsenal Resources, LLC"
9429,LONESTAR RESOURCES LTD
9430,Longfellow Energy LP
9431,Gunvor USA LLC
9432,COMSTAR INTL INC
9438,Alliance Petroleum CORP
9442,DIVERSFIELD CPC INTERNATIONAL
9447,Carlisle Construction Materials INC
9448,Danone North America Public Benefit CORP
9451,LOUISIANA ENERGY & POWER AUTHORITY
93,Lightstone Generation LLC
165,COOPERATIVE ENERGY
221,DOMINION ENERGY INC
272,"BTU Solutions Group, LLC"
279,BAYOU STEEL GROUP
299,SKYWATER TECHNOLOGY FOUNDRY INC
312,Nautilus Power LLC
337,Graphic Packaging International LLC
351,CARSON ILLINOIS HOLDINGS LLC
445,ENGIE NORTH AMERICA
456,EIF PANOCHE LLC
493,GREENLEAF ENERGY UNIT (1 or 2) LLC
498,GRAPHIC PACKAGING HOLDING CO
513,Nippon Electric Glass America INC
541,"Nautilus Power, LLC"
589,GRANITE SHORE POWER LLC
591,RC Cape May Holdings LLC
612,LS POWER DEVELOPMENT LLC
654,CALHOUN POWER CO LLC
659,Elgin Energy Center LLC
1002,VERTELLUS HOLDINGS LLC
1018,GENERATION HOLDINGS LP
1028,Riverview Investment Holdings LLC
1051,"Excalibur Power, LLC"
1070,ALTERNA CAPITAL PARTNERS
1091,Capitol District Energy Center Cogeneration Associates
1107,PHILADELPHIA ENERGY SOLUTIONS LLC
1169,"La Frontera Holdings, LLC"
1200,"CXA LA PALOMA, LLC"
1211,Polaris Rathdrum LLC
1241,"Bruce Power, LLC"
1242,SHELBY COUNTY ENERGY CENTER LLC
1410,MAYOR & CITY COUNCIL OF BALTIMORE
1444,AVENUE CAPITAL GROUP
1463,ADVANCED DISPOSAL SERVICES INC
1521,SPIRE INC
1536,PB NUTCLIF MASTER LLC
1571,"Appleton Property Ventures, LLC"
1789,Andeavor
1799,ANHEUSER-BUSCH COS LLC
1816,MOLSON COORS BREWING CO
1893,TENSAS PARISH POLICE JURY
1913,"Guardian INDUSTRIES, LLC"
1938,Trammo Nitrogen Products Inc
1959,MILWAUKEE REGIONAL MEDICAL CENTER INC
1966,VITRO FLAT GLASS LLC
1980,Andeavor Refining
2155,WTG South Permian Midstream LLC
2167,COX OIL
2224,PARADOX RESOURCES LLC
2445,PRINCE GEORGE'S COUNTY GOVERNMENT DEPARTMENT OF THE ENVIRONMENT RESOURCE RECOVERY DIV
2611,Auria Solutions USA INC
2652,Guardian Industries LLC
2680,KERN COUNTY PUBLIC WORKS DEPARTMENT
2687,"Guardian Industries, LLC"
2755,SENTINEL PEAK RESOURCES
2759,Louis Dreyfus CO LLC
2766,LITTLE SIOUX CORN PROCESSORS LLC
2806,BRIDGE ENERGY LLC
2869,PLAINS END FINANCING LLC
2885,IRG REALTY ADVISORS LLC
3070,SUMITOMO RUBBER USA LLC
3110,HUSKY ENERGY INC
3136,Ashley Energy LLC
3193,ENGIE NORTH AMERICA INC
3203,VINTON STEEL LLC
3416,TIMKENSTEEL CORP
3438,ANDEAVOR
3481,DuPont Teijin Films
3490,IOWA WASTE SERVICES LLC
3625,Subaru of Indiana Automotive
3693,CLARK COUNTY BOARD OF COMMISSIONERS
3714,ZACHRY CONSTRUCTION & MATERIALS INC
3797,MUNICIPALITY OF ANCHORAGE - SOLID WASTE SERVICES
3807,SYMRISE INC
3823,COUNTY OF FRESNO
3842,BLUE RIDGE RESOURCE AUTHORITY
3848,PAR PACIFIC HOLDINGS INC
3887,ONEIDA GROUP
3890,MURRAY ENERGY HOLDINGS CO
3895,CITY OF BOLIVAR
3919,Andeavor (FMA Tesoro Corp)
3936,ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC
3942,"POET Biorefining, LLC"
3974,LEWIS CLARK RECYCLING & DISPOSAL LLC
4059,KORDSA INC
4173,LANDFILL 33 LTD
4174,ISLAND ENERGY INVESTOR HOLDINGS
4334,Advanced Graphite Materials LLC
4360,ZELLAR MPI EQUIPMENT INC
4440,VERSUM MATERIALS US LLC
4494,CLEVELAND CLIFFS INC
4530,Evonik Corp
4551,PRAIRIE PLANT SYSTEMS INC
4803,PITTSFIELD GENERATING CO LP
4804,CROWN PAPER GROUP INC
4853,UNITED PROPERTIES CORP
4888,Core Appalachia Operating LLC
4900,"US Salt Investors, LLC"
4951,NEW DALTON FOUNDRY LLC
5000,CITY OF GLASGOW KY
5110,RC Lonestar Inc
5282,PRAIRIE LAKES MUNICIPAL SOLID WASTE AUTHORITY
5340,NORTHERN UTAH ENVIRONMENTAL RESOURCE AGENCY
5425,TITAN INTERNATIONAL INC
5455,MONTEREY COAL RESOURCES LLC
5549,Capital Power Investments LLC
5573,GRAPHIC PACKAGING INTERNATIONAL LLC
5823,AVANGRID INC
5861,DAY & ZIMMERMANN
5907,Prince Erachem Inc
5927,VERSO PAPER HOLDINGS LLC
6022,EIF CHANNELVIEW LLC
6065,"TTK Power, LLC"
6184,"BEECH FORK PROCESSING, LLC"
6193,STATE OF ARIZONA LAND DEPARTME
6524,Gramercy Holdings I LLC
6682,CRESTONE PEAK RESOURCES LP
6716,"RIM Operating, Inc"
6722,CANTIUM LLC
6751,TERRA ENERGY PARTNERS
6775,CABOT OIL & GAS CORP
6789,REPSOL OIL & GAS USA LLC
6807,TOTAL E&P USA INC
6851,Hearthstone Utilities Inc
6874,TEXLAND PETROLEUM LP
6904,ARD OPERATING LLC
6927,Henry Resources LLC
6958,CONTURA ENERGY
6968,"TIMBER CREEK OPERATING, LLC"
7004,Enduring Resources
7107,BEPCO LP
7193,BP IV GrafTech Holdings LP
7213,"CORTERRA ENERGY, LLC"
7214,HAIER US APPLIANCE SOLUTIONS INC
7292,BKV Operating LLC
7299,Blackjewel
7370,LONG ISLAND POWER AUTHORITY
7373,TRINITY CO2 LLC
7412,PERDURE PETROLEUM LLC
7437,TOWERJAZZ TEXAS INC
7443,GREAT LAKES CASTINGS LLC
7461,FOUR CORNERS PETROLEUM II LLC
7487,MAGRETECH LLC
7489,Amplify Energy CORP
7538,QORVO INC
7572,WARRIOR MET COAL LLC
7757,"DCP Midstream, LP"
7790,"Nine Point Energy Holdings, Inc"
7815,MP Mine Operations LLC
7833,CONTURA ENERGY LLC
7835,HUNTSMAN CORP
7884,PACIFIC AURORA LLC
7913,SAUDI REFINING INC
7968,VANGUARD PROPERTIES CO
8013,South Central Iowa Landfill Agency
8038,RECEIVER GBB ON BEHALF OF GSWA
8049,LUCID ENERGY DELAWARE
8100,Ironclad Energy Partners
8104,CONVERGEN ENERGY
8105,CITY OF ALAMOGORDO PUBLIC WORKS DEPARTMENT
8116,COUNTY OF BEDFORD VA
8125,RESOURCE ENERGY CAN-AM LLC
8144,"Black Bear Midstream, LLC"
8185,WHITE STAR PETROLEUM LLC
8214,FIVE PART DEVELOPMENT LLC
8238,Rockpoint Gas Storage Partners LP
8248,Pirlo Energy Holdings LLC
8314,"SAGE NATURAL RESOURCES, LLC"
8358,Extraction Oil & Gas Inc
8367,BEST PETROLEUM CORP
8462,SRC ENERGY INC
8489,BOONE COUNTY IOWA
8530,IDEMITSU APOLLO CORP
8585,PANDA POWER FUNDS
8620,WACKER CHEMICAL CO
8621,CC PACKAGING LLC
8623,NP Paper Investor Holdings LLC
8668,NBL MIDSTREAM HOLDINGS LLC
8686,"ENDURING RESOURCES, LLC"
8718,GRANGES
8735,KINGFISHER MIDSTREAM LLC
8740,MASONITE NORTH AMERICA
8745,IIF US HOLDING LP
8749,Enbridge (US) INC
8750,LAURENS COUNTY SOLID WASTE MANAGEMENT AUTHORITY
8751,SELECT MILK PRODUCERS INC
8758,TECOLOTE ENERGY LLC
8759,Durango Midstream LLC
8765,BLACKBEARD OPERATING LLC
8816,MAGELLAN PROCESSING HOLDINGS LP
8822,ALCOA CORP
8831,LOUISIANA PACIFIC CORP
8840,Northeast Natural Energy LLC
8844,JAGGED PEAK ENERGY LLC
8852,DGP TAURUS FIELD SERVICES LP
8853,PERMIAN RESOURCES HOLDINGS LLC
8860,OSCO INDUSTRIES INC
8863,IMG MIDSTREAM LLC
8886,VERDUN OIL CO
8909,VOESTALPINE TEXAS LLC
8914,CAPROCK PERMIAN PROCESSING LLC
8925,"Heritage - Crystal Clean, LLC"
8983,LOGOS RESOURCES II LLC
8992,JAY-BEE OIL & GAS LLC
8999,RIO ENERGY INTERNATIONAL INC
9016,WEST FRASER INC
9032,AUSTIN POWDER HOLDINGS CO
9034,TOMPC LLC
9047,ORX RESOURCES LLC
9055,FAIRWAY RESOURCES LLC
9065,ALBANY GREEN ENERGY LLC
9069,WABASH VALLEY POWER ASSOC
9070,AGROPUR INC
9071,Macquarie Holdings USA Inc
9072,ARSENAL RESOURCES LLC
9075,Ingevity CORP
9078,LONGFELLOW ENERGY LP
9082,"CPV Maryland, LLC"
9084,ABILENE ENVIRONMENTAL LANDFILL INC
9085,BlueCrest Energy
9094,CATAMOUNT ENERGY PARTNERS LLC
9095,"Oak Ridge Natural Resources, LLC"
9096,"Peaker Power, LLC"
9097,Peaker Power
9098,CityServiceValcon
9102,Iowa Fertilizer Co LLC
9103,TRUE OIL LLC
9110,Hi-Crush Blair LLC
9114,Diversified Oil & Gas
9116,"Bruin E&P Operating, LLC"
9117,Robert Bosch
9119,"S2 Energy Operating, LLC"
9128,"StarTex Field Services, LLC"
9130,Shiloh Industries Inc
9133,Vaquero Permian Gathering LLC
9144,"Gulf Pine Energy Operating, LLC"
9147,Solvay Holding Inc
9148,"PER Manager, LLC"
9149,31 Group LLC
9151,SCI LLC
9152,Brazos Midstream
9153,BRS Intermediate Holdings LLC
9157,WALTER OIL & GAS CORP
9163,RMS OF GEORGIA LLC
9166,"Winston Plywood & Veneer, LLC"
9170,"Sundance Energy, INC"
9172,HINKLE OIL & GAS INC
9173,Swinger Trucking Inc
9180,Nytis Exploration CO LLC
9183,"PetroBal Omega 1, LLC"
9189,Acero Junction Inc
9191,Rockcliff Energy II LLC
9198,"Paradigm Energy Partners, LLC"
9200,"Carroll County Energy, LLC"
9211,Amherst County Landfill
9212,"SN EF MAVERICK, LLC"
9213,"CATARINA MIDSTREAM, LLC"
9214,TEXAS AMERICAN RESOURCES CO
9215,EdgeMarc Energy Holdings LLC
9217,Australis TMS INC
9220,"Caerus Oil & Gas, LLC"
9227,JKLM Energy LLC
9229,"SURGE OPERATING, LLC"
9232,Nytis Exploration CO
9238,"Transcor Holdings USA, Inc"
9242,MATALCO (US) INC
9248,Eclipse Resources Corp
9250,IACX Energy LLC
9251,Sierra Army Depot
9253,Eastern Laramie County Solid Waste Disposal District
9254,Superior Plus US Holdings Inc
9255,BOISE CASCADE
9260,Conrad & Bischoff Inc
9268,Jesse Combs Family Trust
9271,"Services Group, Inc"
9274,"Summit Refrigerants, LLC"
60,"Kiowa Power Partners, LLC"
89,RED OAK POWER HOLDINGS LLC
93,Vistra Energy Corp
100,LIGHTSTONE GENERATION LLC
109,GenOn Holdings LLC
123,MIDDLE RIVER POWER III LLC
158,"GenOn Holdings, LLC"
168,Pixelle Specialty Solutions LLC
184,LEHIGH WHITE CEMENT CO LLC
208,"Edgecombe Manager, LLC"
220,"Rockland Power Partners III, LP"
227,STARWOOD ENERGY GROUP GLOBAL LLC
320,NAUTILUS POWER LLC
362,PWI INC (PAPERWORKS INDUSTRIES INC)
406,"Platinum Equity Advisors, LLC"
412,"Colorado Bend 1 Power, LLC"
484,Longwood Energy Partners LLC
495,Clearway Energy LLC
499,GREENLEAF ENERGY UNIT (1 OR 2) LLC
505,Tokai Carbon CB
509,LAMB-WESTON HOLDINGS INC
515,"LAMB WESTON, INC"
519,NIPPON ELECTRIC GLASS AMERICA INC
546,Stonepeak Kestrel Holdings LLC
598,RC CAPE MAY HOLDINGS LLC
638,APG Polytech Holding
662,ELGIN ENERGY CENTER LLC
663,"Tenaska Virginia Partners, LP"
664,"Tenaska Alabama II Partners, LP"
706,Axium BNY Cogeneration Partners LLC
723,"GenOn Holdings,LLC"
735,"Edgewater Generation Holdings, LLC"
750,"Mountain Creek Power, LLC"
999,Itafos Conda Holdings
1026,RIVERVIEW INVESTMENT HOLDINGS LLC
1049,EXCALIBUR POWER LLC
1080,VISTRA ENERGY CORP
1091,"IMTT-Bayonne, LLC"
1092,CAPITAL DISTRICT ENERGY CENTRE COGENERATION ASSOCIATES
1137,HARVEST PIPELINE CO
1151,NatGas Holdings 2 LLC C/O Starwood Energy Group
1155,"Berkshire Power Co, LLC"
1159,"Tenaska Georgia Partners, LP"
1160,"Tenaska Frontier Partners, LTD"
1173,ROCKY ROAD POWER LLC
1186,"Tenaska Gateway Partners, LTD"
1189,"Wolf Hollow I Power, LLC"
1194,CXA LA PALOMA LLC
1199,Orroyo Energy Investment Patners
1235,BRUCE POWER LLC
1248,"Tenaska Alabama Partners, LP"
1261,"Edgewater Generation, LLC"
1295,GenOn Holdings
1451,Bayport Polymers LLC
1562,APPLETON PROPERTY VENTURES LLC
1568,North Shore E&P
1585,HEI
1694,Ajinomoto Animal Nutrition North America INC
1733,NORTHROP GRUMMAN CORP
1734,OLS Acquisition CORP
1748,Bayer CORP
1799,"Lehigh White Cement Co, LLC"
1823,THE WILLIAMS COS
1924,TRAMMO INC
1934,FREEPORT-MCMORAN INC
1977,BAYER CORP
2043,"MAVERICK NATURAL RESOURCES, LLC"
2140,WTG SOUTH PERMIAN MIDSTREAM LLC
2146,WTG JAMESON LP
2212,CRH AMERICAS MATERIALS INC
2305,CRH Americas Materials INC
2342,Northrop Grumman Corp
2378,Energy Transfer LP
2426,PRINCE GEORGE'S COUNTY DEPARTMENT OF THE ENVIRONMENTAL RESOURCE RECOVERY DIV
2573,CITY OF TUSCON ENVIRONMENTAL SERVICES
2574,"Arcosa, Inc"
2594,AURIA SOLUTIONS USA INC
2601,Solvay Fluorides LLC
2605,CAISSE DE DEPOT ET PLACEMENT DU QUEBEC
2636,MGPI PROCESSING INC
2711,INEOS Nitriles USA LLC
2740,LOUIS DREYFUS CORP INC
2744,WASTE CONNECTIONS
2755,Sekisui America Corp
2802,MIDCOAST ENERGY LLC
2837,Micoast Energy LLC
2977,"LAMBDA ENERGY RESOURCES, LLC"
2982,"ND PAPER, INC"
3060,Utah Gas CORP
3091,COVIA HOLDINGS
3110,ASHLEY ENERGY LLC
3164,MARATHON PETROLEUM CORP
3176,Beacon West Energy Group
3188,ECO-BAT North America
3239,Twin Rivers Paper LLC
3264,ONEOK INC
3343,Exelon Corp
3359,RSR North America Corp
3388,Louis Dreyfus Co LLC
3456,DUPONT TEIJIN FILMS
3457,"Clearway Energy Group, Inc"
3510,Ahlstrom-Munksjö North America Specialty Solutions LLC
3565,Essity Professional Hygiene North America LLC
3627,"Maverick Natural Resources, LLC"
3629,Lindsay Goldberg LLC
3790,Brundidge Acquisitions
3816,CLEVELAND-CLIFFS INC
3877,LEWIS & CLARK COUNTY
3899,"CSTN Holdings, Inc"
3930,Amplify Energy Corp
3943,EQUILON ENTERPRISES LLC DBA SHELL OIL PRODUCTS US
3985,EMD Acquisition LLC
4051,Northern Border Pipeline Co
4102,Middle Tennessee State University
4106,IDAHO REGIONAL SOLID WASTE DISTRICT
4140,ISLAND ENERGY INVESTOR HOLDINGS LLC
4166,Northern Pipeline Border Co
4225,MOHAVE COUNTY
4291,WholeStone Farms Cooperative
4301,ADVANCED GRAPHITE MATERIALS LLC
4389,"CLEARWAY ENERGY, INC"
4462,SPOTSYLVANIA COUNTY 
4523,DOUGLAS COUNTY PUBLIC WORKS DEPARTMENT
4542,ND Paper LLC
4556,MIDSTREAM ENERGY PARTNERS USA LLC
4616,"Magnitude 7 Metals, LLC"
4780,American Zinc Recycling LLC
4860,US SALT INVESTORS LLC
4909,ATLANTIC POWER LP
4952,Marathon Petroleum Corp
4973,Ahlstrom-Munksjo North America Specialty Solutions LLC
5008,Marathon Petroleum CORP
5050,MILLERCOORS USA LLC
5112,ARGOS PUERTO RICO CORP
5115,AIM Development USA LLC
5116,TERRA-GEN POWER LLC
5264,ND Paper INC
5451,Olympus Power LLC
5732,GFL Environmental USA INC
5813,Boyd County Sanitary Landfill Inc
5824,Corning Natural Gas Holding Corp
5852,"Murray Kentucky Energy, Inc"
5870,Phoenix Paper Wickliffe LLC
5905,Walleye Power LLC
5947,CLECO CORPORATE HOLDINGS LLC
5981,OPTIMUS STEEL LLC
6007,TTK POWER LLC
6089,LIME ROCK RESOURCES IV-A LP
6117,POET Biorefining LLC
6120,BEECH FORK PROCESSING INC
6126,ECO SERVICES OPERATIONS CORP
6133,BRIDGESTONE PROCUREMENT HOLDINGS USA INC
6137,"CRH Americas Materials, Inc"
6222,NEW RIVER RESOURCE AUTHORITY 
6316,Nouryon
6441,HUNTSMAN INTERNATIONAL LLC
6457,GRAMERCY HOLDINGS LLC
6458,CLECO CAJUN LLC
6554,DJR Operating LLC - San Juan Basin Oil & Gas Production
6555,Own Resources Operating LLC
6639,"Idaho Waste Services, INC"
6705,VENADO OPERATING CO LLC
6707,ENTERPRISE GAS PROCESSING LLC
6761,CITATION OIL & GAS CORP
6768,Equitrans Midstream
6769,EQUITRANS MIDSTREAM CORP
6780,HEARTHSTONE UTILITIES INC
6800,CNX Resources Corp
6852,HENRY RESOURCES LLC
6894,TIMBER CREEK OPERATING LLC
6929,ENDURING RESOURCES LLC
7067,HighPoint Resources Corp
7068,ROBERTSON-FINLEY RESOURCES INC
7107,INEOS Joliet US Holdco LLC
7162,Equinor US Holdings Inc
7170,TMR Exploration Inc
7197,Silverbow Resources Inc
7209,Verdad Resources LLC
7210,BKV OPERATING LLC
7217,BLACKJEWEL LLC
7262,Northwoods Energy LLC
7264,Bluefin Resources LLC
7270,Wolverine Fuels LLC
7289,Primexx Operating Corp
7310,LCRA Transmission Services Corp
7325,CNX Resources CORP
7334,ELK PETROLEUM LTD
7400,AMPLIFY ENERGY CORP
7416,Daylight Petroleum LLC
7428,Flywheel Energy
7429,Daylight Petroluem LLC
7430,CITY OF REDLANDS MUNICIPAL UTILITIES DEPARTMENT
7453,Mission Creek OpCo LLC
7512,Crowheart Energy LLC
7627,SABINAL ENERGY LLC
7699,NINE POINT ENERGY HOLDINGS INC
7723,MP MINE OPERATIONS LLC
7771,VALLEY MINERALS LLC
7798,BCP IV GRAFTECH HOLDINGS LP
7800,Equinor US Holding
7809,AC Ocean Walk LLC
7818,Grade 6 Oil
7918,SOUTH CENTRAL IOWA LANDFILL AGENCY
7987,Essity Professional Hygiene North America
7998,IRONCLAD ENERGY PARTNERS
8007,Rockall Energy LLC
8043,BLACK BEAR MIDSTREAM HOLDINGS LLC
8059,CASTLETON COMMODITIES TRADING GP LLC
8091,Noble Midstream Services
8125,TARGA RESOURCES CORP
8129,ROCKPOINT GAS STORAGE PARTNERS LP
8138,WHITING OIL & GAS CORP
8140,PIRLO ENERGY HOLDINGS LLC
8200,STANOLIND PRODUCTION LLC
8204,"Cogent Midstream Westex, LLC"
8206,SAGE NATURAL RESOURCES LLC
8209,SGL AUTOMOTIVE CARBON FIBERS LLC
8247,EXTRACTION OIL & GAS INC
8342,Renesas Electronics America Inc
8343,Hydro Extrusion North America
8421,TENAWA RESOURCE MANAGEMENT LLC
8502,NP PAPER INVESTOR HOLDINGS LLC
8576,SPRAY PRODUCTS CORP
8597,TA CHEN INTERNATIONAL INC
8629,ENBRIDGE US INC
8636,EPIC MIDSTREAM LLC
8639,DURANGO MIDSTREAM LLC
8642,DAVIS GAS PROCESSING INC
8660,DIVIDE CREEK GATHERING SYSTEM LLC
8720,ROWDY PIPELINE LLC
8721,NORTHEAST NATURAL ENERGY LLC
8750,MIAMI DADE WATER & SEWER DEPARTMENT
8802,HERITAGE - CRYSTAL CLEAN LLC
8914,MUBEA INC
8942,COUNTY OF HAWAI'I
8945,MACQUARIE HOLDINGS USA INC
8950,"FOOTPRINT POWER SALEM HARBOR DEVELOPMENT, LP"
8952,GUNVOR USA LLC
8961,BLUECREST ENERGY INC
8973,OAK RIDGE NATURAL RESOURCES LLC
8974,PEAKER POWER LLC
8976,CITYSERVICEVALCON
8982,IOWA FERTILIZER CO LLC
8991,HI-CRUSH PARTNERS LP
8995,DIVERSIFIED GAS & OIL CORP
8996,ELBOW RIVER MARKETING USA LTD
8997,BRUIN E&P PARTNERS LLC
8998,ROBERT BOSCH LLC
9003,KREWE ENERGY LLC
9004,Southwestern Production CORP
9013,STARTEX FIELD SERVICES LLC
9015,SHILOH INDUSTRIES INC
9018,VAQUERO PERMIAN GATHERING LLC
9029,"NHIP II Bison Holdings, LLC"
9030,GULF PINE ENERGY OPERATING LLC
9033,SOLVAY HOLDING INC
9034,PER MANAGER LLC
9035,31 GROUP LLC
9039,BRS INTERMEDIATE HOLDINGS LLC
9053,WINSTON PLYWOOD & VENEER LLC
9057,SUNDANCE ENERGY INC
9060,SWINGER TRUCKING INC
9063,DIVERSIFIED GAS & OIL PLC
9068,CARBON NATURAL GAS CO
9071,PETROBAL OMEGA 1 LLC
9078,JSW STEEL USA OHIO INC
9080,ROCKCLIFF ENERGY II LLC
9087,PARADIGM ENERGY PARTNERS LLC
9089,CARROLL COUNTY ENERGY LLC
9092,INDORAMA VENTURES INVESTMENT USA
9103,AMHERST COUNTY LANDFILL
9104,SN EF MAVERICK LLC
9105,CATARINA MIDSTREAM LLC
9107,EDGEMARC ENERGY HOLDINGS LLC
9109,AUSTRALIS TMS INC
9113,CARLISLE CONSTRUCTION MATERIALS INC
9117,JKLM ENERGY LLC
9119,SURGE OPERATING LLC
9128,TRANSCOR HOLDINGS USA INC
9138,ECLIPSE RESOURCES CORP
9141,IACX ENERGY LLC
9143,BENNETT LUMBER PRODUCTS LLC
9145,EASTERN LARAMIE COUNTY SOLID WASTE DISPOSAL DISTRICT
9146,RLX Refrigerants
9147,SUPERIOR PLUS CORP
9155,Friendswood Energy Genco LLC
9156,WETT Holdings LLC
9177,"Noble Energy, Inc"
9183,"SK Nemaha, LLC"
9189,Chisholm Energy Operating LLC
9191,Roan Resources LLC
9195,NTE OHIO HOLDINGS LLC
9197,"Clean Energy Futures - Lordstown, LLC"
9198,"NTE Carolinas Holdings, LLC"
9202,ANSCHUTZ EXPLORATION CORP
9203,Fortigen LLC
9204,Vaquero Permian Processing LLC
9205,Terves INC
9213,"Tenaska Pennsylvania Partners, LLC"
9215,Medallion Midstream 2 LLC
9220,MIDDLE FORK ENERGY PARTNERS LLC
9221,Panda Hummel Station LLC
9222,ELITE OCTANE LLC
9223,"Axia Energy II, LLC"
9224,Ballard Petroleum Holdings LLC
9225,"Kraken Oil & Gas II, LLC"
9226,Aurubis Buffalo Inc
9234,"Kraken Oil & Gas, LLC"
9236,DE3 Operating LLC
9238,"HG Energy II Appalachia, LLC"
9241,"Cogent Midstream WesTex, LLC"
9245,"Wood Island Waste Management, Inc"
9246,Klausner Holding USA INC
9247,Croda Inc
9248,"Recoil Resources Operating, Inc"
9253,Magnolia Oil & Gas Operating LLC
9256,CPV Valley LLC
9260,Triumph Energy Partners
9262,BCE-Mach LLC
9264,Sharyland Utilities LP
9265,Felix Energy Holdings II LLC
9266,"Armor Energy, LLC"
9267,Veolia North America
9270,Northern Light Health
9271,CONRAD & BISCHOFF INC
9272,P-D Valmiera Glass USA Corp
9276,"TITAN ROCK EXPLORATION & PRODUCTION, LLC"
9278,Golden Aluminum Inc
9282,Darling Ingredients Inc
9285,RimRock Oil & Gas LP
9286,Gateway Gathering & Marketing
9287,CUB CREEK ENERGY LLC
9289,TRANSMONTAIGNE
9292,Benteler North America Corp
9293,Cascades Holding US inc
9294,Rosehill Resources
9296,"Percussion Petroleum, LLC"
9299,FIREWATER LLC
9301,Southwest Cheese
9303,Tug Hill Operating
9306,Blue Ridge Mountain Resources
9316,M5 Midstream LLC
9317,White Star Petroleum II LLC
9320,AMP ANGELINA LLC
9322,Birch Resources
9325,Elevate Midstream Partners
9328,Rio Grande Exploration & Production
9330,Lucid Energy Artesia
9338,Tenaris
9345,TRANSCANADA PIPELINE USA LTD
9347,Heaven Hill Distilleries Inc
9348,Biewer Lumber LLC
9350,BJC Healthcare
9354,"Tap Rock Operating, LLC"
9355,Summit Refrigerants
9360,Howard University
1,ARDAGH GLASS INC
6,ST LAWRENCE GAS CO
15,ASHLAND GLOBAL HOLDINGS INC
25,KRATON CHEMICAL CO LLC
26,ALTAGAS SERVICES (US) INC
49,ALLISON TRANSMISSION HOLDINGS INC
59,KIOWA POWER PARTNERS LLC
60,TRI-STATE GENERATION & TRANSMISSION ASSOC INC
64,PLAINS GP HOLDINGS LP
65,INGOMAR PACKING CO
68,MIDDLE RIVER POWER LLC
69,VOLT PARENT LP
75,SOUTHERN ILLINOIS UNIVERSITY SYSTEM
80,CLEARWAY ENERGY INC
85,Vicinity Energy LLC
86,MOM HOLDING CO
94,Kelson Energy
102,EDGEWATER GENERATION LLC
112,IDACORP INC
122,"MPH Rockaway Peakers Holdco, LLC"
128,ST CROIX VALLEY NATURAL GAS CO INC
132,UNIVERSITY OF OKLAHOMA
144,ARCELORMITTAL USA LLC
146,Ascend Performance Materials Holdings INC
156,GENON HOLDINGS INC
160,COUNTY OF LAKE
166,PIXELLE SPECIALTY SOLUTIONS LLC
173,WASTE CONNECTIONS US INC
182,UNIVERSITY OF TENNESSEE
192,AK STEEL HOLDING CORP
204,REYNOLDS CONSUMER PRODUCTS HOLDINGS INC
205,Eastman Chemical Co
208,PERC HOLDINGS 1 LLC
212,HOLCIM PARTICIPATIONS (US) INC
216,ROCKLAND POWER PARTNERS II LP
221,AMERICAN BITUMINOUS POWER PARTNERS LP
238,STARWOOD CAPITAL GROUP LLC
239,SOUTHWEST GENERATION OPERATING CO LLC
241,DOW INC
251,COUNTY OF BLACK HAWK
254,WESTMORELAND WASTE LLC
257,"DuPont de Nemours, Inc"
258,EVONIK CORP
266,RESOLUTE FP US INC
267,JOHNS HOPKINS UNIVERSITY
278,INDORAMA VENTURES USA HOLDINGS LP
287,LYONDELLBASELL INDUSTRIES INC
288,PDV AMERICA INC
289,GREEN PLAINS INC
303,SANIMAX CORP
307,THE SOUTHERN CO
313,AMERICAN ELECTRIC POWER CO INC
317,GENERAL MOTORS CO
320,BIOGEN INC
321,TOWN OF MIDDLEBOROUGH
329,SPANGLER COS INC
338,PACIFIC ETHANOL INC
340,MERCURIA ENERGY GROUP HOLDING LTD
