ein,name
202205904,phoenix education   inc
200501252,mogharebi family
43623213,c michael and mary h odonnell family
364249776,internet society of orthopedic surgery and trauma
204008104,giving grace
582426731,human cloning   inc
271473504,saba chai five inc
311783887,salish research
200779343,michael bradley family   inc
66061931,barbara and spyros skouras
752042913,ed cox
222544133,bear moutain preservation association inc
208083789,james d & marilyn evans familyfoundation inc
391576391,richard b windsor family   inc
680348554,weed wildlife refuge & botanical gardens
841407748,delonne anderson family
133632173,thomas j dillon scholarship fund inc
46748856,ralph r willard charitable tr
206602073,pf mitzi
571139734,nielsen-moses   inc
474762218,bluebird legacy inc
942483013,samuel meacham family organization inc
200060175,kernaghan   inc
200326253,selina wolf air academy
330891946,orange county wildlife
470843091,the wilwerding family
954509616,archer fam   irrv charitable tr 122794
742588024,el paso friends of animals
582198018,alliance for a responsible swine industry
311156904,kelley   inc
132881758,neil sedaka   inc
113458507,marksohn charitable
311739684,ralph a and jeanine m marrinson charitable   inc
436906587,john p and martha d humphreys charitable
300509065,apollo
260342556,good inside   inc
311223696,metalex soccer park inc
650707785,sanchez family   inc
136134641,roschen   inc
46991231,rsk fam charitable   tr
300307161,the walter m lewis family
43677698,todd medical
900837983,prudence weigle baldwin scholarship fund
136108716,petrie
226929731,mark and diane seiden charitable tr
261631152,foster-miller charitable
571037048,conway-ennen   inc
861048274,help from above
411731032,scherber family
236251918,morris and sophie kardon
206678728,domino disaster relief trust
900180667,willoughby   inc
262653046,lux viridans inc
311678809,the tommy e short charitable
263597820,kempton   inc
463701546,parent2parent inc
561680546,frank harold skip whitenack iii scholarship fund inc
61503404,g thomas hargrove
134121679,israel medical research
204937704,fairview center for sustainability
472007079,paul rudolph heritage   inc
133994916,sloane family   inc
611449358,hoops with hope
753158135,wang
223670955,project hope mission
208682363,zoologik r
208911826,jean tichenor family
204677448,bobby hogg   inc
112785580,meringoff   inc
341813007,sarvodaya
141924075,keyaron fox   inc
226879833,m buurma fam charitable tr
522344749,burton charitable
116029418,chelsea fund inc
43569443,bvm
521778580,wolfe street development company
455079187,dorothy lemelson
453252730,cd family
521784083,leann j hauptman   inc
306411520,kleinert fam   ua 02132014
201650184,the mcmillan childrens   inc
133288971,the brecher fund
412134850,patricia cornwell   inc
716177921,fred e halstead scholarship tr
261131094,dennis p circo
806141875,hagan community
611258130,aeb charities inc
20536961,sate
522010676,snyder family   inc
363933055,willye white   inc
716175122,nisbet family   tr
680229143,helmet education and distribution service
202700912,cornerstone
208106976,childrens stuttering assistancefoundation
726180790,emma dee gray
263856216,peter & jerlang yeh family
36105631,phyllis g redstone
541944117,stone circle
954631138,philo dough inc
593752075,kamla devi taunk   inc
943221437,helen palmer enneagram archive project
133437919,robert m and margaret freeman
396105224,stiefel   inc
274293009,kathy mordente solli
204936822,david a and linda a cates familyfoundation
208120421,roberts charitable
261414860,joyce weinstein and stanley boxer
461607364,to increase awesome inc
133620935,meriwether
943485515,nanobiosym education and research institute inc
263291136,ira and elaine katz family   inc
133574270,mariom   inc
260188611,len and georgiana peters educationfoundation inc
371432758,miriam & fred ferber
461910875,cash that cares   llc
562150319,hardscramble educational center inc
113296815,omega psi phi development corp
363484722,warsaw family
541800204,friends of the yerevan state university inc
112853098,national institute for world trade inc
861135886,nurturing life
205228843,natalie b petlev
263945704,pasquale & gina forletta
411689100,norton stillman
113775461,lawton independent repeater alliance
611698064,withrow   inc
331077195,beulah land
30415243,craig effron family
383576219,jason mark martin tcb
271558133,b & h
201669364,kennedy shah
391628294,holy wounds apostolate inc
621822790,house for hope
954646729,susan harris
113243133,mrm   inc
451158121,dorothy m hamilton & fred hamilton
411925899,rios brook   inc
431990321,panhandle aquatics inc
271523774,morris and judith rosenzweig family
311470430,don king   inc
473321132,sabdra lyness
201603614,mildred h gordon scholarship fund inc
391869003,halfmoon homestead sanctuary inc
46956011,ankner fam charitable   tr
133920548,creative process fund inc
456584407,warren g hunke charitable tr
461487178,slf
383353813,summerland
133004729,karrey childrens center inc
10733803,challenging the arts
710869157,public safety impact
311677571,walt williams charitable   inc
222785337,kutchin family
364365127,ivan & milena dvorak family
272306295,janice   inc
266324264,edward kunzelman scholarship
272266682,norcal funding project inc
311612027,partners for humam progress inc
134128526,starfish group
201164325,the@fu-hsing and jyu-yuan chen family
760621984,good news   inc
593751620,central florida cancer institute
261285334,ufs
204497466,fei boston   inc
223537422,brydon   inc
262935119,daniel j devine & michele m chollet family
311494319,victoria g gewirz   inc
582318963,crane family   inc
203237388,lauren ann levy   for lymphoma & cancer research
260375840,olympus medical charitablefoundation
760730395,edith & martin stein family   inc
582019080,nurses registry care center
411356088,remmele
232493545,goldberg family fund
264646095,newegg
680563656,inter-media charitable
953376266,alan i casden   c/o loeb and loeb
300141225,arthur f mitchell
263699282,skyway capital   inc
61599368,bassin fam
752444739,sam and margaret lee
760598286,leonard and teresa friedman
541835269,cole family   inc
731518384,john l wieczorek
208752666,global health research
274795682,thomas wynyard sabine pasley & marguerite pasley charitable trust
261599520,circle of change
271631107,alzheimers institute of america   inc
205073454,marcho family   inc
300249718,orthopedic care
201910396,james and virginia lowe   inc
112621784,yeshiva etz chaim   inc
330884474,betterworld together
260529724,cl charitable
232678811,columbus quincentennial   inc
452501468,jason taubman kalisman
133381904,the rosen family
311364989,spring of life fund
133039183,half moon   inc
521578956,hollander   for the orthopedically handicapped inc
204224538,capistrano valley conservancy
205982907,abramson   inc
203973066,mcgillicuddy family   inc
203671053,american charitable association of nyc inc
943296981,thomas w weisel
232861061,1260 funding corporation
581897843,bachman family   inc
204488791,ting keung ai di & wong lawginn charitable
20730156,global harvest
593412114,people encouraging people inc
352319113,lawrence   inc
931238168,neal family charitable trust
113439912,vaad migola lgeulah
570752950,sonoco
261266720,schaden family
586406309,the@sally and frank hanna family
600003046,south dekalb neighborhoods coalition incorported
203453930,bass companies employees disaster relief fund
450970833,lpr-pa   inc
336083760,erlene troth skeet trust
840751116,greater pueblo chamber
461884228,arthur lee private   charitable trust
582239780,azure group inc
273765669,unity house   inc
870660697,blaine t & barbara h hudson private
570841920,the kale
251848276,tribune-review charities
516154593,herrmann family
474921451,pangaea pi incorporated
205136286,burger king scholars
416052041,brookside manor trust
412070016,andlinger family
136150640,juliette s & george j lewin   inc
571143536,societa dante alighieri inc
263944910,mcbride family   inc
954817905,miracles & wonders
330554905,marion bear natural park recreation council
455299077,colin a ross research
134071416,valani   inc
760666069,bridgeway
770376691,rekha k and raman k rao
411952289,grouse mountain
341801994,ada b scott
953520828,metropolitan theatres
132678788,research   for jewish immigration inc
116037202,concerned citizens for creedmoor inc
237388409,j m davis   inc
943260891,national political index
841295501,designing brighter tomorrows inc
262153945,universal center
272055250,global care
541551046,christopher pomroy memorial fund chartered
900396710,blanche e & dennis v mccloskey family
263086364,jampo fund
256253815,unger pfeffer family
954312157,alley
656194566,max   tr
208191024,italy atlanta   inc
133959533,jonathan levin fund inc
270795747,oliver r golden
271586095,t larry okubo scholarship fund
421468275,david and danielle stubbs family
656106166,merwyn e & dolly dan   tr
954752231,friendly hills country club
640926072,peaster
113326328,ajm
331011426,ames fam
203975568,meyer steinberg   for lungcancer research inc
830497079,kamala human services   nfp
421145331,harper brush works   inc
200986686,j steve manolis & michelle manolis
203318587,pokey chatman
806151073,beyond your dreams
10557958,lemmie and mable andrews charitable
593020374,stavros family   inc
61388538,morton schindel   inc
392041222,river valley housing associates
232169930,the rigterink
205654224,bedford springs historical society
582587824,krauss family   inc
116571412,the@elias wollerstein and harriet m wollerstein
850477638,irwin   inc
222582643,marian and leon finkle   inc
261600517,leis family
133772926,v i a art inc
141823038,evelyn a gardner family   042000
341385716,g k
770153576,california institute of world archaeology
341668572,wktl-fm booster inc
954637142,victor and wendy coleman family
472573029,tranzit
593775757,judy mann mcdonald
202378383,mcpherson family
276767596,shulamit bat rivka
264286707,yankee tango
306075307,royal f and margaret r beal
364120388,illinois valley educational   inc
411477457,willow lake nature preserve
331011554,sheilas wish
113270095,neurodegenerative disease   inc
300167463,preventive health for all initiative inc
383519964,karoub generations
650384266,cuban american defense league inc
561806223,hunneke family
133775587,fletcher
770194553,sierra arthritis
841571104,colorado animal resource   inc
46042572,pesach and trina groman family
204701981,cleve gray
611312250,philippine medical association of greater eastern kentucky
43110677,joanne b simches charitable
260621382,hasebroock family
223781894,percy p tung & florance chu tung charitable   inc
454084073,reid long scholarship fund
261224819,mahalo
223284858,the a bert and shirley dweck family   inc
346904042,fred lick
756053850,barton b wallace jr fund
391970524,midwest gateway   inc
10904036,admb
770708278,tarsi and john georgas family   inc
656448683,allen fam private   tr
392065722,sheehey arts   inc
582085356,raymond hughes scholarship fund
30512548,jewish life
133395216,joseph and martha melohn charitabl e
330900309,farber family
133557171,robert spinato memorial scholarship fund
760596092,fleischmann family fund
134117492,spencer and linda falk family   inc
223860010,horowitz family
830398895,mustard seed wood inc
311702667,irish heritage   of greater cincinnati inc
203588720,mcculley family
203295768,mj care   inc
363925348,artemis
351996781,american micro institute inc
270257790,edward a astor sr family   inc
383353095,anthony and darlene soave family
382241543,ira & gail mondry
208885964,rev quetglas   inc
510188208,charles river
455112478,michael p gaus
274563245,sandra and mose rucker iii charitable   inc
270580764,john l boutsikakis memorial fund inc
137257492,rue de reves charitable tr
760095379,mcelvenny
232616566,the center for sexuality and religion
273646373,fine
202885095,john a white family   inc
954430714,jack a sweeney
462360786,lymeaid
330682741,south mission crew
770429444,radian water polo club
311708687,helfen   inc
582266768,george h mansour family   inc
237328773,lawrence s charfoos charitable
431220522,ozark day camp for handicapped children
455347506,queens court funds
954490781,kay family charitable
916246156,allison charitable trust
223179845,musical explorations society inc
256064257,john h harris
256842291,reagan and deborah hull fam   a charitable tr
593728248,every jacksonville child a swimmer inc
956093034,abraham & edita spiegel family
742936720,u s medical assistance
46042257,hyman & lena yaffe family
225077100,the sandra finkelstein family
461365128,world of wonderful kids   inc
223887937,warm springs indian reservation community development corporation
421398636,dr ronald bergman private
742769389,gogineni sri ranganayakamma charitable
351807219,james and shirley dora   inc
582098848,delta epsilon kappa inc accounting honor society
571117906,housing help inc
731406020,tulsa memorial high school   inc
463834781,srr   inc
900781709,noah private
311804092,sandberg family   inc
650787791,hyperbaric research   inc
133948935,friedman-preminger   inc
271603383,js charitable
262102081,gabriels gifts charitable
363811638,david j & judith l miller family
752395318,texas council on african american affairs inc
461812785,joan e bryant
311585318,cottage ambulance inc
371446385,broad family charitable   inc
223143679,philip and louise konze charitable   inc
731532225,waynoka ministries inc
436052711,friedman
366116702,four-way test association
271693979,griggs frey trust
208631276,goldthwaite
262618783,wanda jankelson   for health care and research
270694027,yip family
61479508,dekker
206120980,louise w & luther w richardson charitable
43420457,rica charitable tr
436099524,robert w berrey sr memorial trust first natl bk carrollton ttee
550807466,south central training & research consortium
480762291,"michaelis  ,inc"
943347337,marra
223691523,braxton   inc
912143283,the levine
640952509,family & friends of wesley
263934347,lynnette thorne hansen   inc
550752635,cleveland j biller trust
876228583,the keystone
261462503,theodore b and kim m goodnow family charitable
454644380,andy and vicky cracchiolo
650983451,albert and beatriz miniaci family   inc
621748721,childrens progress unlimited inc
582549122,charitable medical inc
272276936,the terri levine   for children with rsd
311314455,larry l liebert family
236434997,thornton d and elizabeth s hooper
208348535,the wood family
116214706,kornfeld
264513284,craig and gayle cummings family
205451754,tim and barb cerny
463381710,aihua   inc
203917409,donald and dorothy tejw kirschfoundation inc
266394507,james & juliana hsu charitable
270929401,raymond a lamb
680525655,design workshop
260613498,phil & carolyn barger foundationinc
383520554,rudolf b becker
900427924,westmount
470890227,kankakee county police & fire memorial committee
203701169,sole rebel
320219442,publicvoice inc
262001301,schuff   inc
60924044,human lactation center ltd
452777519,wm w gaffney jr
237064672,john w rollins   inc
596142825,united states sugar corporation charitable trust
274479042,erickson living   inc
237089654,latzer-keydel
273086723,happy day microfunds
841272427,educational learning strategies
61712990,nancy cain marcus
880361953,nevada young riders
222194050,center for management systems inc
526817979,zion   charitable irrv tr
50495406,robert and donna colucci charitable
586217567,the barnabas
542005281,randall & barbara strawbridge charitable   inc
752957135,cade family
202006114,committee on religious shunning
208897020,first friday doylestown inc
263834959,warner family
223552520,gary j marcello and susan m marcello   inc
203385633,j & m charitable   inc
330025949,short stature   & information center inc
263563707,onekind   inc
432069313,schumacher family   inc
260190045,krimbill family
311437704,fishers of men ministries
752729784,vick charitable
412064943,backshore artists project inc
461423813,romanowski family
710836095,lewis johnson family cemetery association
10792167,seligman medical institute
133388037,the serdarevic   for research in ophthalmalogy inc
860311066,hazel cool memorial music library
860867858,middlefork
270316026,david craig charities
510603217,milton and ronnie sheftel charitable   inc
46042237,potsdam
760381630,houston international health
223727321,matthew wright   inc
208303595,institute of real estate at hofstra
132748860,moshe lehmann   inc
262401774,eco-kleen
912153164,the torbey
300095117,tichi wilkerson kassel movement therapy   inc
223515114,lomangino family   inc
10729016,payne northside community development corporation
232766614,greater carbondale community development corporation
752804181,barsanti sherman   inc
800455594,seahawaii   incorporated
260286782,bianco   for jewish causes
137173274,eternal heirs   tr
203257784,john and marion lowenthal
272448011,jon scheyer
43184975,lightwing institute in the berkshires inc
541893960,bama works
462681177,joseph mcgovern memorial scholarship fund inc
200451785,horizon   ltd
202056760,jayroe
311577879,mitchell b modell
364616347,eatherly
201291661,ben and bettsie miller family
586403590,the@john and mary neff
364173034,gloria ministries
436057314,devins
412152456,fund for autoimmune research
330793934,space development institute inc
841475578,eastwood printing
205516455,sponsor a cure
330719806,kennedy
650969178,kahn family   inc
261670233,jbd
270827978,vulcano family
841575843,christensen family
273074768,lewis w taub and joanne t taub family   inc
463942960,sengqie mountain - miaoxi meditation center co
320259493,gift of life family transport ltd
376447396,johnstone supply of corpus christi charitable tr
416035077,dolly j fiterman
460481126,sidney and florence stern   inc
204898050,robert cottingham
452725535,glenda and jack floyd
426656102,institute for driver safety and education
203932131,evan and cindy jones
300072702,praise inc
416023126,archer-daniels midland
204881911,john & resa wing
954756527,east west academic business & cultural council
456843254,laird c cleaver and jeanne b cleaver
841658145,stewart charitable
411815917,shelly dorgan memorial scholarship fund
746047889,lang charities inc
311501857,christian higher education   inc
465020308,jwj
133902473,amsterdam services corp
731602143,hesed
330842177,donald & ann walker family
43071601,ashfield mills inc
316591088,clarence m & margaret g erickson tr ua
50520729,stella amoah cancer   sacf
330308853,general & mrs william lyon family
550877412,patricia d & james j dolan
46115211,waters
61030895,the eugene j chariott memorial scholarship fund incorporated
262199731,sal & linda dantona family
200762494,masood family
510441818,princeton future farmer agriculture corporation
203966084,wu family
363954460,linward
954772941,jerry d tate   for the environment
452451230,never let go ministries
311449781,richard enderlin welfare house inc
646191675,horace & georgia hines
203927191,karen & darryl copeland jrfoundation inc
273195945,oscar b goodman
61616408,deregt family
232815880,jay and terry snider
136872045,pines bridge
621379222,mildren t stahlman education
581818881,pentecostal international missions for christ inc
470637333,travis hiner & kathleen hiner
651183452,walnut grove youth program
300027687,the@zenia a david m and martha m hughes
260485060,sacca family
631191481,genesis   inc
112864409,the philip kaplan cultural   inc
200005495,plano institute
61011995,douglas m romatzick mem school trust fd
943334453,bernard h & bette beechen kaplan
581744246,man-to-man inc
912148618,community solutions northwest
256877589,entercom employee relief fund
510459474,souren & elizabeth sadjian   inc
208635846,theresa m rogers
263446186,siegfried family
270904879,c stratton and sonja m warden opportunity fund inc
251902771,midgley family
43168598,new england alliance of multiracial families inc
330320306,mountain man industries
582607562,the tracy and clerenda mcgrady   inc
656456380,rm charitable   tr
541976256,a better neighborhood
272931688,research micro grants association
460609955,alice coachman
731651414,miracle child   inc
137477773,jain family
850360365,buffett
311490037,gaeke
364545273,blit   inc
954769253,bertram fields & barbara guggenheim fields
262250802,stand by israel inc
486118872,carl v & honore g maloney
276179782,raymond and tina cheng family
203706613,r j ministries
650946697,haan   for children inc
460865237,scranton academy for financial education ltd
452657149,mahatma gandhi   inc
431832585,sheehan family
30469795,roy l jeannotte memorial   inc
256795083,fanfera family
746090724,port arthur respiratory disease trust
116611729,camarda charitable   u-a-d 07252006
113636755,abe zelmanowitz memorial fund
273567580,spagnuolo
222871775,ralph j anderson jr charitable
841696864,silicontrack
264787185,sino american buddhist charitable
263692989,loudermilk   inc
113603778,saks family
203076118,lyons run watershed association
954148078,karno
46773257,puopolo fam charitable tr
260003469,promosis
311488586,jeh family
232036826,kurios
203759681,eloco
521613111,for excellence in education inc
61460448,statistical patient input inc
521312603,international development law organization usa
650390045,herbert h jacob family   inc
542048631,ann ratner charitable
954278230,martin and ami weiss
421764986,national organization for association degree nursing az
856104378,ignatius de cicco veterans charitable trust
136154248,rousso sportswear   inc
300090135,jssr   inc
470897973,scriabine
954026118,ava and charles w fried
133689329,dr dicksheets india project fund inc
50625386,american legacy collection
61512625,gladstein family
651044391,kern family
61486109,shaw family
742361660,tobie lynn lavetter memorial
473610736,friends of icjw   inc
204928859,the freddie institute inc
112489161,fire island wilderness committee inc
273372469,smma fund inc
570964774,rowley   inc
61438625,david russo cancer
203280278,william drakos   inc
954656228,korean independence historical association inc
200156560,pine   inc
203778615,qc   inc
391841012,a a and t h robinson family   inc
200042283,franklin e & lettie b nixon christian   inc
581466346,gellert rockdale library
421458475,brown family charitable
116020420,punia
202878239,kim family   inc
208697130,go
264804568,twcd
237004287,el paso county medical society
582594004,john b mclendon   inc
351311790,robert e sauer jr memorial   inc
237047097,nihewan
866305414,business of caring - the lehman family
561908500,virginia gaylord neely charitable   inc
134250238,c o p l a a nj nonprofit corporation
581486620,andrew & eula carlos   inc
271763147,world missions   inc
860645941,hernandez-suarez family organization
266059511,kurtenbach family
710804608,frank pipe and beverly pipe charitable
870686094,youth help   inc
383883870,igm
133774411,fritzi & herbert owens family
330951373,george berci scholarship
721461785,flower
311665292,torne valley preservation association inc
581524300,nell strickland millner   inc
562207883,norwayne class of 1969 endowment fund inc
463769499,h&o
208253522,andrea rocio rodriguez cardonafoundation
640924880,u-save auto rental charitable
205407281,suris agape
371233081,for the advancement of research in orthopedics
752833932,jarl p & naydene k johnson charitable
256719802,woskob family
264156719,national alliance for sustainable communities
954725410,norma bartman
113522527,schlam family   inc
392039148,weirach family   inc
582386681,gerald r & vicki s benjamin charitable   inc
203834344,ramraj society inc
453682000,little green book   inc
830267047,peter j depaul memorial
134149047,here and now
593767075,wood acre educational   inc
133704518,jill roberts charitable   inc
363297335,edward f anixter family
161578008,the@thomas f judson jr and elisabeth w judson
222765887,l william eagan family
680658875,the anthony y tse
202067709,william a and lynn douglass
461670754,fundacion mundo mejor
208885932,badura family
752793982,god always provides inc
680509132,stimple family
261523243,patrick j walsh family   inc
756037353,longview   inc
581847119,chastain development corporation
593670528,frances bartlett kinne charitable   inc
900827234,culture changers inc
412280755,digitalglobe   inc
200523959,timothy r pasch family
133754244,milton and shirley glaser   inc
510203864,philanthropic   inc
522210625,baroni   inc
200482770,four corners community
204054097,bradley-carmack   inc
311603432,silbert family charitable
261828182,energy free home
800519859,charles v roven family
450522077,home quest inc
116552383,moshe and hinda eisenberg   tr
742797454,of first fruits
841390403,health language center incorporated
651176554,tigershark
650930170,robert g siebert   inc
202620504,procaccianti family
412093839,henry c beck jr plaza
760370448,gladys b
954745323,lucious harris youth
680447627,human rights protection project
264427861,world institute for natural systems inc
273007609,rome issabella silber charitable giving
541611822,the perel family
134218685,the national education health and housing institute incorporated
954598366,hillcrest
208024771,kenneth and elizabeth parsonscharitable
136068385,ruth f and henry w klein   inc
133949034,peace
621856628,charles r martha b hall family   inc
562179410,closer to the stars
61666882,rishi
841430595,white river forest alliance
262818638,ellensburg senior babe ruth baseball club
43404422,bournewood educational   inc
731365278,david & lisa holden
113021508,brunswick hospital center
541772051,institute for democratic strategies
260843619,audrey k tassinari charitablefoundation
363635131,thomas h dittmer family
371376985,otto baum company inc
943372742,liz parks-novitsky memorial scholarship fund
133976461,merril & dolores halpern
571119217,longwood plantation   inc
20545768,carol morgan school   inc
412137810,reba m connally   inc
990291942,alexander & baldwin
263006062,great wall international
226864758,stephen and sharon seiden charitable tr
352088705,eads family
462706890,mitcham impact
721499468,helping hands of winnsboro
364335680,mind brain body and health initiative
396347834,robert c brumder
133936731,health arts   of greenwich village
260409601,388th bomb group   inc
200436829,rodinia   inc
207265223,wandering star
233043992,down to earth design
367392239,sample family
261560576,pennsylvania digital media
61638167,sadow family   inc
631139624,robert and charlotte lowder
237003111,honey & norman mann   inc
870460629,francis james davies family organization
133343294,jack s and shirley m silver
200670506,the worcester eisenbrandt   inc
207181582,unz
136217086,william and phyllis haft   inc
232486863,david rubinow roth
113436897,ruskin moscou evans & faltischek   inc
561933212,randall r kaplan family
161489162,evans family
331028560,landcastle   inc
721552365,game ranger charities
208909562,david h nutt family
383911918,mother and the child inc
770559014,techstar
411858415,lafrenz family
134011007,mellinger family
208356557,s radhakrishnan corporation
263161411,marcia beatty   inc
431598144,emr   inc
161586942,shirley & donald bronsky   inc
264469664,american friends of bitetto inc
271578382,dreamscape   inc
463107662,third day farms
386055214,david e & esther s weiss
262658475,gift   inc
383070452,alpha woodward restoration inc
562149295,jeffery d carter family
237037750,laurel hill
841334588,berger family
200072815,christian medical supplies   inc
262011024,sass family
251602947,thomas j & marie c murrin
134008614,liliane piel
621605787,international center for jewish peoplehood
366831590,leo melamed
237072759,marcelle picard white
810534128,tonigan
542048804,dennis f ratner charitable
43431542,global software institute
731708362,stockton standing up
942413351,christopher hills
311486754,david & shryl livingston family
611564443,bethesda center for the advancement in research
460920769,andrew and veverly james   inc
134207066,self love inspires perservance
954487536,one tribe
46767204,mr & mrs p leo corcoran
137601155,kenneth m jacobs
223506840,willingboro-fortdix-mcguire   inc
571121490,greer partnership
202075777,j m j   inc
300276092,sundance pay it forward
752984314,minh le
452067203,jarrett bush
752739505,darrell and susan keith
205558065,mdv
263554414,carl andre and melissa l kretschmer
141853293,gs
300194379,prairiefire
521349405,evans-gilruth
753084747,affordable housing real estate company
133794783,contemporary art for america
134055562,fassbinder   inc
272767145,burnham family
134007581,the christy turlington burns charitable
570907668,louise williams   inc
954557293,kelsey grammer charitable
352486426,fundacolombia inc
203390724,larry c campbell and betty j campbell
237422352,hundred club of vicksburg
311473685,philippine relief fund
133401362,shadrack inc
900555166,the bruce & sue diamond charitable
61673921,fischer ritchey
470676110,maurice feldman family   inc
330643597,downing family operating
631191404,eugene w bluemly jr charitable
300082488,marion carlson and rober pinckney tucker jr   inc
631239872,the roberts
742369615,jack t & betty a brown
770572275,schaeffer
521350579,matthews memorial housing inc
260652612,schachter family
161761888,jn goodwin
261169281,hl family
470824952,lisa and dan koch
953880225,douroucouli
320080904,h o n o r
223221767,daniel j sansone jr scholarship   inc
943192403,the can do kid fund
770472673,melvyn m okeon charitable
462551943,yeshiva alumni basketball association corporation
222581227,c y oatway   inc
743093831,rene & mila medina
46115611,carman family charitable
311531853,medical services   intl
382902481,william t & ann d mccormick educ and charitable
260662577,james ward and patricia waldman private
954805287,ronald n tutor family
880351454,fred and judy alexander
954769680,project armenia
166342785,lawrence h dautch family tr
316040462,thurner   inc
112730617,the martin and irene kofman   inc
261208871,ws educational broadcasting
113365540,camp cool j
562492847,manuel pires family   inc
550755199,k-g trust
911641832,northwest junior golf benefit association
452941720,motum
266002211,satchi charitable
651080569,tranfo family   inc
336130556,lambiel fam irrv   tr 022793
201256739,charles sardo memorial
201978758,gary & cindy michaels
261482923,robert kauffman
954692142,new future education fund
262740495,joan woolard charitable   inc
352076808,academy of arts and science education
461490983,wohner-olden   inc
743050505,isaac maleh charitable
203679836,trustco charitable   inc
954771306,dale lee dullabaun iii
311636010,the wesley j kline   for pet therapy inc
263437653,launas little library
630914589,j craig and page t smith
943381222,robert e curry & winifred b curry family
306026706,roe
202913311,mentor park inc
261585775,fisher-yan fam
134216755,junior writers   inc
261582087,simms family
61600954,richer equine sanctuary inc
721298802,touch a life
263123334,seven summits
133465344,provide international inc
341916325,zionism 2000 inc
113546163,american   for disabilities services inc
262774794,bill beville memorial charitable   inc
203215426,gillett family
371689465,6-11 tactical ministries inc
204761501,sargent
113496034,dr samuel w cohen and frances cohen
742858545,estrella charitable trust
208870770,andrew schemera   for life
562150337,todd and stacy gorelick
746061448,glassell
223595220,cooper family   inc
133001003,seymour eisenberg memorial
541462959,jsp
752163185,the perot family
582646974,ford turner memorial trust inc
611266048,the ark intergenerational day care and activity center inc
201205567,kobrin family   inc
116451183,millennium tr ua 123094
383840976,kings point historic preservation corp
383024766,armenian childrens relief fund
742571747,international   for biomedical aging research
371400283,wayne e baum family
10699574,izzy moving dance theatre
273062870,joseph kohen
43657537,chyld inc
751588787,a d myers memorial fund
431826447,constance m cooper charitable
562204181,israel k gorelick
261638838,daniels family
522284750,goli and kamyar   inc
61563868,ibic institute inc
936271849,morgan family
136219851,mathilde and arthur b krim
251519395,the rosario
141755422,upstate prison ministries inc
262214775,willis mcgahee   inc
770603499,e4 inc
363094222,warshaw family
50520050,project usa corp
136265535,frederic & jane brooks   inc
208024260,the sq
260003203,eckerle family
260745191,sj
841549691,joseph
521839693,friends of the university of kwazulu-natal inc
274379269,brockington institute
341616087,margaretta b schuck memorial fund
841390225,the edward and nancy kienholz
800656628,mario j garcia scholarship fund
742458695,rock of ages relief organization
204598001,charles r norton family
271237197,clair and laura nixon education
392007400,donald & diana ryan   ltd
412186492,asha charitable
452526849,karpidas family
133583652,friends of association halichot am israel inc
596873119,lawrence & jane m weiner famly
311262207,james e evans
521367056,the wellspring
800084122,bar none renewal center inc
521272246,wilkes artis hedrick & lane
521370577,marine corps marathon ad hoc publicity committee inc
263466874,elizabeth s atkins   incorporated
222571909,charles salmanson family
752892557,cypress institute
363663707,nebraska tax research   inc
460932808,jcw
222565041,the@margaret m lavigna memorial scholarship
720986320,stream
383639184,ryals
931229766,oregon lawyers against hunger
463954221,charles m and sheri thompson charitable
376031033,john m olin   inc
461340105,michael h moore charitable
311714691,renewal housing
270889215,cherubim
752704078,t d and joy howell
366063814,hoover
900523612,providence
262178105,r c atkins-handyman matters memorial   inc
223620786,american friends of notre dame university lebanon inc
710848034,roof above
223105804,gorman   inc
237873055,allegheny teledyne inc charitable trust
860941779,pet pals inc
731639132,floyd h norris
396105636,dynatron research   inc
436757966,bickel fam charitable tr
900733263,the sponaugle recovery   inc
43691847,books before ball inc
371451664,no limits press inc
330591517,laurence retz
640941974,mcteer
137268263,online learning
116441005,the emanuel and lelda bruckenstein family charitable trust
860484343,l dean an iva f steffey family organization inc
846312818,gunnell family
43651357,curt and shonda schilling
201865695,maguire family charitable
320163483,aravind   inc
256032325,d a & j a evans memorial
366067611,himmel
208920475,saddlehorn community
680558530,warren and susan wainwright
371451908,arthur l and carra j smith family
251902663,zvi and jody ben-haim family
66521408,alma j goldman charitable
237435545,lenoir m josey
475610817,cmg wellness & resource center limited
760624687,steelhammer family
270575356,your olive branch inc
204763236,lichtcsien family   m
274676931,northern lights   inc
710837442,psi educational
223482352,peter & mary tobin   885 74c33
205400173,the bill and lisa becker   inc
223049640,love your neighbor charities inc
731603888,donald b and ellen c atkins
43029698,amodio inc
166363118,wagner charitable tr
411964197,jsman family
223693261,ophtalmic research
223770950,rynne
452765265,kidum noar   inc
756023255,kent   inc
421719766,stivelman   inc
161622128,burgess charities   inc
262685635,orphan coalition
510192287,artists in response inc air
912153706,giritsky family
752281426,pampa lovett library
136938518,perle charitable
455423930,squared roots
272594457,evil empire speech memorial
237072103,albert and joyce rubenstein family
943349327,bellingham porenta
592375428,for educational future
66407988,dunning family tr
930849532,tokyo international university of america
271361537,jonathan edward
954733919,jung s kim
760399317,houston area outreach coalition inc
222833166,stuart & anita subotnick
980131284,endswell
711043587,cera works
954573601,rhythm of life
954685346,ultracare los angeles
943326072,california artificial reef enhancement program
202254012,foley family   inc
311526228,neuro-science research   inc
770529540,volpe   inc
